2456230.571512 -0.00220 0.00360 KPNO J-band
2456230.571709  0.00390 0.00360 KPNO J-band
2456230.571906 -0.00300 0.00360 KPNO J-band
2456230.572091 -0.00730 0.00360 KPNO J-band
2456230.572288 -0.00490 0.00360 KPNO J-band
2456230.572485 -0.00080 0.00360 KPNO J-band
2456230.572681 -0.00220 0.00360 KPNO J-band
2456230.572890 -0.00440 0.00360 KPNO J-band
2456230.573086 -0.00160 0.00360 KPNO J-band
2456230.573295  0.00200 0.00360 KPNO J-band
2456230.574047 -0.00270 0.00360 KPNO J-band
2456230.574244  0.00010 0.00360 KPNO J-band
2456230.574452  0.00470 0.00360 KPNO J-band
2456230.574649 -0.00030 0.00360 KPNO J-band
2456230.574846  0.00370 0.00360 KPNO J-band
2456230.575054 -0.00920 0.00360 KPNO J-band
2456230.575251 -0.00670 0.00360 KPNO J-band
2456230.575471  0.00120 0.00360 KPNO J-band
2456230.575679  0.00600 0.00360 KPNO J-band
2456230.575864  0.00420 0.00360 KPNO J-band
2456230.576351  0.00150 0.00360 KPNO J-band
2456230.576941 -0.00050 0.00360 KPNO J-band
2456230.577589 -0.00310 0.00360 KPNO J-band
2456230.578527 -0.00490 0.00360 KPNO J-band
2456230.579129 -0.00350 0.00360 KPNO J-band
2456230.579569  0.00410 0.00360 KPNO J-band
2456230.579974 -0.00160 0.00360 KPNO J-band
2456230.580182  0.00230 0.00360 KPNO J-band
2456230.580379 -0.00460 0.00360 KPNO J-band
2456230.580576 -0.00330 0.00360 KPNO J-band
2456230.580761 -0.00030 0.00360 KPNO J-band
2456230.580946 -0.00050 0.00360 KPNO J-band
2456230.581166 -0.00160 0.00360 KPNO J-band
2456230.581351  0.00250 0.00360 KPNO J-band
2456230.581571  0.00910 0.00360 KPNO J-band
2456230.581768 -0.00430 0.00360 KPNO J-band
2456230.581976 -0.00700 0.00360 KPNO J-band
2456230.582161 -0.00110 0.00360 KPNO J-band
2456230.582381  0.00070 0.00360 KPNO J-band
2456230.582578 -0.00600 0.00360 KPNO J-band
2456230.582763 -0.00970 0.00360 KPNO J-band
2456230.582949  0.00550 0.00360 KPNO J-band
2456230.583145 -0.00310 0.00360 KPNO J-band
2456230.583342 -0.00130 0.00360 KPNO J-band
2456230.583539 -0.00330 0.00360 KPNO J-band
2456230.583724 -0.00250 0.00360 KPNO J-band
2456230.584187 -0.00060 0.00360 KPNO J-band
2456230.584384  0.00370 0.00360 KPNO J-band
2456230.584569 -0.00080 0.00360 KPNO J-band
2456230.584766 -0.00430 0.00360 KPNO J-band
2456230.584963 -0.00060 0.00360 KPNO J-band
2456230.585159 -0.00680 0.00360 KPNO J-band
2456230.585356  0.00120 0.00360 KPNO J-band
2456230.585564 -0.00190 0.00360 KPNO J-band
2456230.585750 -0.00130 0.00360 KPNO J-band
2456230.585946  0.00050 0.00360 KPNO J-band
2456230.586143 -0.00370 0.00360 KPNO J-band
2456230.586340  0.00110 0.00360 KPNO J-band
2456230.586525 -0.00040 0.00360 KPNO J-band
2456230.586722  0.00020 0.00360 KPNO J-band
2456230.586919  0.00420 0.00360 KPNO J-band
2456230.587127 -0.00670 0.00360 KPNO J-band
2456230.587312 -0.00410 0.00360 KPNO J-band
2456230.587509  0.00230 0.00360 KPNO J-band
2456230.587706  0.00520 0.00360 KPNO J-band
2456230.587903  0.00230 0.00360 KPNO J-band
2456230.588354  0.00510 0.00360 KPNO J-band
2456230.588562 -0.00060 0.00360 KPNO J-band
2456230.588759 -0.00220 0.00360 KPNO J-band
2456230.588956 -0.00410 0.00360 KPNO J-band
2456230.589153  0.00280 0.00360 KPNO J-band
2456230.589338  0.00140 0.00360 KPNO J-band
2456230.589558 -0.00330 0.00360 KPNO J-band
2456230.589755  0.00270 0.00360 KPNO J-band
2456230.589963 -0.00120 0.00360 KPNO J-band
2456230.590160  0.00240 0.00360 KPNO J-band
2456230.590368 -0.00060 0.00360 KPNO J-band
2456230.590565  0.00790 0.00360 KPNO J-band
2456230.590762  0.00730 0.00360 KPNO J-band
2456230.590970  0.00590 0.00360 KPNO J-band
2456230.591178  0.00660 0.00360 KPNO J-band
2456230.591375  0.00340 0.00360 KPNO J-band
2456230.591572  0.00210 0.00360 KPNO J-band
2456230.591769 -0.00250 0.00360 KPNO J-band
2456230.591965  0.00390 0.00360 KPNO J-band
2456230.592162 -0.00030 0.00360 KPNO J-band
2456230.592764 -0.00290 0.00360 KPNO J-band
2456230.592961 -0.00100 0.00360 KPNO J-band
2456230.593158  0.00530 0.00360 KPNO J-band
2456230.593354  0.00170 0.00360 KPNO J-band
2456230.593551  0.00030 0.00360 KPNO J-band
2456230.593748  0.00200 0.00360 KPNO J-band
2456230.593945 -0.00200 0.00360 KPNO J-band
2456230.594142 -0.00320 0.00360 KPNO J-band
2456230.594338 -0.00460 0.00360 KPNO J-band
2456230.594547 -0.00390 0.00360 KPNO J-band
2456230.594767 -0.00040 0.00360 KPNO J-band
2456230.594952  0.00500 0.00360 KPNO J-band
2456230.595149  0.00240 0.00360 KPNO J-band
2456230.595345  0.00160 0.00360 KPNO J-band
2456230.595554  0.00700 0.00360 KPNO J-band
2456230.595750  0.00020 0.00360 KPNO J-band
2456230.595947  0.00560 0.00360 KPNO J-band
2456230.596156  0.00500 0.00360 KPNO J-band
2456230.596376  0.00520 0.00360 KPNO J-band
2456230.596572  0.00230 0.00360 KPNO J-band
2456230.596792  0.00040 0.00360 KPNO J-band
2456230.596978  0.00010 0.00360 KPNO J-band
2456230.597163  0.00330 0.00360 KPNO J-band
2456230.597359 -0.00100 0.00360 KPNO J-band
2456230.597568 -0.00410 0.00360 KPNO J-band
2456230.597776  0.00120 0.00360 KPNO J-band
2456230.597973 -0.00400 0.00360 KPNO J-band
2456230.598181  0.00180 0.00360 KPNO J-band
2456230.598378 -0.00530 0.00360 KPNO J-band
2456230.598563  0.00490 0.00360 KPNO J-band
2456230.599061 -0.00430 0.00360 KPNO J-band
2456230.599663  0.00100 0.00360 KPNO J-band
2456230.599860 -0.00220 0.00360 KPNO J-band
2456230.600045  0.00210 0.00360 KPNO J-band
2456230.600265  0.00270 0.00360 KPNO J-band
2456230.600462  0.00620 0.00360 KPNO J-band
2456230.600670 -0.00110 0.00360 KPNO J-band
2456230.600867 -0.00250 0.00360 KPNO J-band
2456230.601075  0.00490 0.00360 KPNO J-band
2456230.601272 -0.00040 0.00360 KPNO J-band
2456230.601492 -0.00170 0.00360 KPNO J-band
2456230.601712  0.00630 0.00360 KPNO J-band
2456230.601908  0.00720 0.00360 KPNO J-band
2456230.602117 -0.00150 0.00360 KPNO J-band
2456230.602314 -0.00270 0.00360 KPNO J-band
2456230.602522  0.00180 0.00360 KPNO J-band
2456230.602719 -0.00050 0.00360 KPNO J-band
2456230.602916 -0.00530 0.00360 KPNO J-band
2456230.603124  0.00140 0.00360 KPNO J-band
2456230.603332  0.00000 0.00360 KPNO J-band
2456230.603541  0.00870 0.00360 KPNO J-band
2456230.603749  0.00160 0.00360 KPNO J-band
2456230.603946 -0.00250 0.00360 KPNO J-band
2456230.604143  0.00050 0.00360 KPNO J-band
2456230.604351  0.00530 0.00360 KPNO J-band
2456230.604548  0.01090 0.00360 KPNO J-band
2456230.604733  0.00170 0.00360 KPNO J-band
2456230.604953 -0.00310 0.00360 KPNO J-band
2456230.605150  0.00380 0.00360 KPNO J-band
2456230.605358  0.00370 0.00360 KPNO J-band
2456230.605555 -0.00050 0.00360 KPNO J-band
2456230.606411  0.00540 0.00360 KPNO J-band
2456230.606897  0.00290 0.00360 KPNO J-band
2456230.607094 -0.00280 0.00360 KPNO J-band
2456230.607291  0.00490 0.00360 KPNO J-band
2456230.607499  0.00790 0.00360 KPNO J-band
2456230.607708 -0.00430 0.00360 KPNO J-band
2456230.607904  0.00160 0.00360 KPNO J-band
2456230.608113  0.00190 0.00360 KPNO J-band
2456230.608310 -0.00080 0.00360 KPNO J-band
2456230.608506 -0.00530 0.00360 KPNO J-band
2456230.608703  0.00750 0.00360 KPNO J-band
2456230.608911 -0.00370 0.00360 KPNO J-band
2456230.609097  0.00340 0.00360 KPNO J-band
2456230.609282  0.00450 0.00360 KPNO J-band
2456230.609479  0.00050 0.00360 KPNO J-band
2456230.609699 -0.00270 0.00360 KPNO J-band
2456230.609895  0.00370 0.00360 KPNO J-band
2456230.610080 -0.00020 0.00360 KPNO J-band
2456230.610277 -0.00020 0.00360 KPNO J-band
2456230.610486  0.00010 0.00360 KPNO J-band
2456230.610682  0.00280 0.00360 KPNO J-band
2456230.610868 -0.00540 0.00360 KPNO J-band
2456230.611088  0.00130 0.00360 KPNO J-band
2456230.611284 -0.00020 0.00360 KPNO J-band
2456230.611493  0.00600 0.00360 KPNO J-band
2456230.611689  0.00260 0.00360 KPNO J-band
2456230.611898 -0.00080 0.00360 KPNO J-band
2456230.612095 -0.00050 0.00360 KPNO J-band
2456230.612280  0.00100 0.00360 KPNO J-band
2456230.612465  0.00230 0.00360 KPNO J-band
2456230.612673  0.00380 0.00360 KPNO J-band
2456230.613460  0.00060 0.00360 KPNO J-band
2456230.614387  0.00610 0.00360 KPNO J-band
2456230.614583 -0.00060 0.00360 KPNO J-band
2456230.614792  0.00680 0.00360 KPNO J-band
2456230.614988 -0.00390 0.00360 KPNO J-band
2456230.615197  0.00360 0.00360 KPNO J-band
2456230.615394  0.00220 0.00360 KPNO J-band
2456230.615590  0.00080 0.00360 KPNO J-band
2456230.615787 -0.00140 0.00360 KPNO J-band
2456230.615984  0.00480 0.00360 KPNO J-band
2456230.616169  0.00130 0.00360 KPNO J-band
2456230.616366  0.00060 0.00360 KPNO J-band
2456230.616563  0.00110 0.00360 KPNO J-band
2456230.616759  0.00190 0.00360 KPNO J-band
2456230.616956 -0.00140 0.00360 KPNO J-band
2456230.617165 -0.00080 0.00360 KPNO J-band
2456230.617361  0.00110 0.00360 KPNO J-band
2456230.617570 -0.00220 0.00360 KPNO J-band
2456230.617778  0.00480 0.00360 KPNO J-band
2456230.617975 -0.00040 0.00360 KPNO J-band
2456230.618172  0.00250 0.00360 KPNO J-band
2456230.618368 -0.00120 0.00360 KPNO J-band
2456230.618577  0.00730 0.00360 KPNO J-band
2456230.618762  0.00150 0.00360 KPNO J-band
2456230.618959  0.00160 0.00360 KPNO J-band
2456230.619155  0.00230 0.00360 KPNO J-band
2456230.619364  0.00220 0.00360 KPNO J-band
2456230.619549  0.00490 0.00360 KPNO J-band
2456230.619757 -0.00110 0.00360 KPNO J-band
2456230.619966  0.00130 0.00360 KPNO J-band
2456230.620151  0.00060 0.00360 KPNO J-band
2456230.620533  0.00170 0.00360 KPNO J-band
2456230.620730  0.00440 0.00360 KPNO J-band
2456230.620938  0.00120 0.00360 KPNO J-band
2456230.621158  0.00270 0.00360 KPNO J-band
2456230.621343  0.00110 0.00360 KPNO J-band
2456230.621552 -0.00020 0.00360 KPNO J-band
