2456208.62378   0.00493 0.00292 BYU I-band
2456208.62397   0.00525 0.00293 BYU I-band
2456208.62417  -0.00212 0.00293 BYU I-band
2456208.62438   0.00133 0.00293 BYU I-band
2456208.62457   0.00323 0.00293 BYU I-band
2456208.62477  -0.00543 0.00293 BYU I-band
2456208.62497  -0.00378 0.00293 BYU I-band
2456208.62517   0.00566 0.00293 BYU I-band
2456208.62537   0.00174 0.00293 BYU I-band
2456208.62557  -0.00083 0.00293 BYU I-band
2456208.62577  -0.00232 0.00293 BYU I-band
2456208.62596  -0.01209 0.00293 BYU I-band
2456208.62616   0.00593 0.00292 BYU I-band
2456208.62637  -0.00344 0.00293 BYU I-band
2456208.62656   0.00110 0.00293 BYU I-band
2456208.62676   0.00000 0.00293 BYU I-band
2456208.62696   0.00810 0.00293 BYU I-band
2456208.62716  -0.00331 0.00293 BYU I-band
2456208.62736   0.00317 0.00293 BYU I-band
2456208.62756  -0.00582 0.00293 BYU I-band
2456208.62776   0.00308 0.00293 BYU I-band
2456208.62795  -0.00643 0.00293 BYU I-band
2456208.62815   0.00301 0.00292 BYU I-band
2456208.62836  -0.00078 0.00293 BYU I-band
2456208.62856  -0.00575 0.00293 BYU I-band
2456208.62875   0.00660 0.00293 BYU I-band
2456208.62895  -0.00112 0.00293 BYU I-band
2456208.62915  -0.00025 0.00293 BYU I-band
2456208.62934   0.00235 0.00292 BYU I-band
2456208.62955  -0.00504 0.00293 BYU I-band
2456208.62975  -0.00067 0.00293 BYU I-band
2456208.62994  -0.00062 0.00293 BYU I-band
2456208.63014  -0.00347 0.00293 BYU I-band
2456208.63034   0.00092 0.00293 BYU I-band
2456208.63055   0.00221 0.00292 BYU I-band
2456208.63074   0.00318 0.00293 BYU I-band
2456208.63094  -0.00107 0.00293 BYU I-band
2456208.63114   0.00202 0.00293 BYU I-band
2456208.63133   0.00037 0.00293 BYU I-band
2456208.63154  -0.00050 0.00293 BYU I-band
2456208.63174   0.00200 0.00293 BYU I-band
2456208.63194   0.00381 0.00293 BYU I-band
2456208.63213  -0.00385 0.00293 BYU I-band
2456208.63233  -0.00129 0.00292 BYU I-band
2456208.63254  -0.00190 0.00292 BYU I-band
2456208.63274  -0.00222 0.00293 BYU I-band
2456208.63293  -0.00056 0.00293 BYU I-band
2456208.63313   0.00118 0.00292 BYU I-band
2456208.63332  -0.00230 0.00292 BYU I-band
2456208.63353   0.00166 0.00292 BYU I-band
2456208.63373  -0.00422 0.00293 BYU I-band
2456208.63393  -0.00578 0.00292 BYU I-band
2456208.63412   0.00713 0.00292 BYU I-band
2456208.63432   0.00688 0.00292 BYU I-band
2456208.63452  -0.00557 0.00293 BYU I-band
2456208.63472  -0.00175 0.00292 BYU I-band
2456208.63492   0.00192 0.00292 BYU I-band
2456208.63512  -0.00089 0.00293 BYU I-band
2456208.63532   0.00243 0.00292 BYU I-band
2456208.63551   0.00494 0.00292 BYU I-band
2456208.63572   0.00017 0.00293 BYU I-band
2456208.63592   0.00348 0.00292 BYU I-band
2456208.63611  -0.00007 0.00293 BYU I-band
2456208.63631  -0.00288 0.00292 BYU I-band
2456208.63651   0.00188 0.00292 BYU I-band
2456208.63672  -0.00146 0.00292 BYU I-band
2456208.63691  -0.00027 0.00292 BYU I-band
2456208.63711   0.00058 0.00292 BYU I-band
2456208.63732   0.00148 0.00292 BYU I-band
2456208.63752   0.00506 0.00292 BYU I-band
2456208.63771  -0.00431 0.00292 BYU I-band
2456208.63791  -0.00374 0.00292 BYU I-band
2456208.63810  -0.00263 0.00292 BYU I-band
2456208.63830   0.00159 0.00292 BYU I-band
2456208.63851  -0.00310 0.00291 BYU I-band
2456208.63871   0.00424 0.00292 BYU I-band
2456208.63890   0.00440 0.00292 BYU I-band
2456208.63910  -0.00227 0.00292 BYU I-band
2456208.63930   0.00705 0.00292 BYU I-band
2456208.63951   0.00485 0.00292 BYU I-band
2456208.63970  -0.00180 0.00292 BYU I-band
2456208.63990   0.00369 0.00292 BYU I-band
2456208.64010   0.00065 0.00292 BYU I-band
