2453167.70683   0.01457 0.00419 WASP
2453168.70574   0.01712 0.00359 WASP
2453169.70322   0.01006 0.00374 WASP
2453169.70769   0.00576 0.00419 WASP
2453170.69874   0.02020 0.00209 WASP
2453170.70471   0.01221 0.00209 WASP
2453170.71086   0.01231 0.00254 WASP
2453171.69586   0.01115 0.00269 WASP
2453171.70060   0.00735 0.00284 WASP
2453171.70703   0.00665 0.00299 WASP
2453171.71176   0.00325 0.00374 WASP
2453171.71652   0.00375 0.00509 WASP
2453172.69569   0.01249 0.00269 WASP
2453172.70044   0.01529 0.00269 WASP
2453172.70520   0.00829 0.00284 WASP
2453172.70993   0.00699 0.00344 WASP
2453173.68983   0.01994 0.00314 WASP
2453173.69456   0.00834 0.00314 WASP
2453173.69932   0.00634 0.00314 WASP
2453173.70405   0.01394 0.00344 WASP
2453173.70613   0.00874 0.00344 WASP
2453173.70958   0.00254 0.00389 WASP
2453173.71016   0.00694 0.00404 WASP
2453174.68563   0.00858 0.00180 WASP
2453174.69036   0.01638 0.00180 WASP
2453174.69510   0.00828 0.00180 WASP
2453174.70150   0.00708 0.00194 WASP
2453174.70626   0.00438 0.00209 WASP
2453174.71102   0.01308 0.00239 WASP
2453175.68675   0.01886 0.00194 WASP
2453175.69148   0.01316 0.00180 WASP
2453175.70097   0.01226 0.00194 WASP
2453177.68303   0.00275 0.02887 WASP
2453177.68777   0.00655 0.02671 WASP
2453177.69252  -0.00715 0.02606 WASP
2453177.69726  -0.01005 0.02671 WASP
2453177.70201  -0.00245 0.02606 WASP
2453177.70675  -0.00665 0.02477 WASP
2453177.71150  -0.00764 0.02283 WASP
2453178.67609   0.00889 0.03037 WASP
2453178.68084   0.00620 0.02887 WASP
2453178.68558  -0.01680 0.03231 WASP
2453178.69034   0.00690 0.03167 WASP
2453178.69510  -0.00230 0.02542 WASP
2453178.69984  -0.00780 0.02262 WASP
2453178.70458   0.00740 0.01702 WASP
2453178.71100   0.00170 0.01616 WASP
2453179.67212  -0.00046 0.01831 WASP
2453179.67688   0.00734 0.01896 WASP
2453179.68161   0.00334 0.01573 WASP
2453179.68803   0.01054 0.01637 WASP
2453179.69324  -0.00266 0.01486 WASP
2453179.69752  -0.00286 0.01357 WASP
2453179.70181  -0.00586 0.01163 WASP
2453179.70797  -0.00836 0.00840 WASP
2453179.71227   0.00764 0.01012 WASP
2453180.67543   0.00408 0.02262 WASP
2453180.68019  -0.00392 0.02606 WASP
2453180.68492   0.00168 0.01831 WASP
2453180.68968  -0.00421 0.01766 WASP
2453180.69442   0.00159 0.01917 WASP
2453180.70391  -0.00041 0.01573 WASP
2453180.71030   0.00289 0.01271 WASP
2453180.71321   0.01049 0.01508 WASP
2453181.67574  -0.00297 0.02111 WASP
2453181.68049   0.00513 0.01637 WASP
2453181.68522  -0.00637 0.01831 WASP
2453181.68998   0.00103 0.01831 WASP
2453181.69471  -0.00847 0.01896 WASP
2453181.69947   0.00353 0.01573 WASP
2453181.70772   0.00093 0.01379 WASP
2453182.66542   0.00457 0.01982 WASP
2453182.67491   0.00087 0.01702 WASP
2453182.67965   0.00107 0.01637 WASP
2453182.68441  -0.00453 0.01486 WASP
2453182.68917  -0.00013 0.01357 WASP
2453182.69556   0.00958 0.01573 WASP
2453182.70031   0.00788 0.01702 WASP
2453182.70506   0.00368 0.01443 WASP
2453182.70796   0.00708 0.01314 WASP
2453182.71144   0.00698 0.01271 WASP
2453182.71491   0.01178 0.01336 WASP
2453183.66468   0.01102 0.01853 WASP
2453183.66944   0.00382 0.01766 WASP
2453183.67584   0.00892 0.01702 WASP
2453183.68059  -0.00058 0.01766 WASP
2453183.68535   0.00672 0.01508 WASP
2453183.69010   0.00702 0.01637 WASP
2453183.69485   0.00772 0.01379 WASP
2453183.69959   0.01032 0.01185 WASP
2453183.70250   0.00882 0.01120 WASP
2453183.70596   0.00452 0.00840 WASP
2453183.70943  -0.00058 0.00969 WASP
2453183.71457   0.00702 0.01034 WASP
2453184.66221   0.00816 0.03382 WASP
2453184.66697  -0.00114 0.03037 WASP
2453184.67170   0.00896 0.02822 WASP
2453184.67811   0.00486 0.02736 WASP
2453184.68286   0.00636 0.02671 WASP
2453184.68762   0.00246 0.02262 WASP
2453184.69235   0.00666 0.02326 WASP
2453184.69711   0.00806 0.02391 WASP
2453184.70001   0.00966 0.02326 WASP
2453184.70348  -0.00423 0.02176 WASP
2453184.70694  -0.00283 0.02391 WASP
2453184.71044   0.00607 0.02326 WASP
2453184.71557   0.00637 0.02585 WASP
2453184.71904  -0.00303 0.02563 WASP
2453185.65729   0.00960 0.03942 WASP
2453185.66368   0.02600 0.03597 WASP
2453185.66844   0.01890 0.03447 WASP
2453185.67319   0.01571 0.05730 WASP
2453185.67794   0.00371 0.03317 WASP
2453185.68269   0.00181 0.02951 WASP
2453185.68744  -0.00169 0.02736 WASP
2453185.69221   0.00381 0.02606 WASP
2453185.69694   0.00531 0.02671 WASP
2453185.70149   0.00241 0.02671 WASP
2453185.70498   0.00081 0.02542 WASP
2453185.70845   0.00961 0.02606 WASP
2453185.71192   0.00611 0.02348 WASP
2453185.71539   0.01051 0.08595 WASP
2453185.71888  -0.00679 0.03080 WASP
2453189.64671  -0.02018 0.07238 WASP
2453189.65147  -0.01338 0.04545 WASP
2453189.65620  -0.01268 0.03877 WASP
2453189.66096  -0.00348 0.04244 WASP
2453189.66736  -0.00688 0.03210 WASP
2453189.67211   0.00142 0.04524 WASP
2453189.67686  -0.01228 0.04050 WASP
2453190.64448  -0.00424 0.01766 WASP
2453190.64922   0.00166 0.01745 WASP
2453190.65397  -0.01044 0.01616 WASP
2453190.65874  -0.00704 0.01379 WASP
2453190.66512   0.00496 0.01379 WASP
2453190.66987  -0.00064 0.01163 WASP
2453190.67463  -0.00143 0.01056 WASP
2453190.67936   0.00617 0.01056 WASP
2453190.68413   0.00217 0.01120 WASP
2453190.68701   0.00057 0.01142 WASP
2453190.69050   0.01137 0.01185 WASP
2453190.69397   0.00277 0.01142 WASP
2453190.69744   0.00337 0.01056 WASP
2453190.70257   0.00667 0.01443 WASP
2453190.70954   0.00127 0.01077 WASP
2453190.71300   0.00527 0.01271 WASP
2453190.71647   0.00677 0.01206 WASP
2453190.71997  -0.00843 0.01443 WASP
2453191.64193  -0.00439 0.04394 WASP
2453191.64670  -0.01969 0.04179 WASP
2453191.65144   0.00731 0.03684 WASP
2453191.65784   0.01741 0.03619 WASP
2453191.66258   0.00781 0.03597 WASP
2453191.66734   0.00701 0.03123 WASP
2453191.67209  -0.01229 0.02714 WASP
2453191.67683  -0.00039 0.02370 WASP
2453191.68159  -0.01139 0.02176 WASP
2453191.68447  -0.00709 0.02370 WASP
2453191.68796  -0.00789 0.02305 WASP
2453191.69144  -0.00579 0.01853 WASP
2453191.69657  -0.00599 0.02025 WASP
2453191.70006  -0.00189 0.02154 WASP
2453191.70353   0.00191 0.03490 WASP
2453191.70700   0.00481 0.01659 WASP
2453191.71046  -0.00238 0.01723 WASP
2453191.71396  -0.00218 0.01508 WASP
2453191.71743   0.00422 0.01723 WASP
2453191.72090   0.00222 0.01960 WASP
2453192.63956   0.00025 0.02391 WASP
2453192.64432   0.00055 0.02391 WASP
2453192.64906  -0.00665 0.02585 WASP
2453192.65383   0.00515 0.02520 WASP
2453192.65856  -0.00035 0.02585 WASP
2453192.66498   0.00175 0.02585 WASP
2453192.66971  -0.00085 0.02370 WASP
2453192.67447  -0.00355 0.01896 WASP
2453192.67737   0.00875 0.01831 WASP
2453192.68084   0.00576 0.03834 WASP
2453192.68432   0.00256 0.01573 WASP
2453192.68780   0.00716 0.01702 WASP
2453192.69127  -0.00194 0.01551 WASP
2453192.69475   0.01106 0.01616 WASP
2453192.69824   0.00216 0.01616 WASP
2453192.70344  -0.00234 0.01551 WASP
2453192.70691  -0.00454 0.01766 WASP
2453192.71038   0.00376 0.01443 WASP
2453192.71735   0.00076 0.01529 WASP
2453192.72081  -0.00704 0.01573 WASP
2453193.65515   0.01020 0.03705 WASP
2453193.65988   0.00150 0.03490 WASP
2453193.66464   0.00910 0.02994 WASP
2453193.66940   0.01820 0.02908 WASP
2453193.67413   0.01080 0.03274 WASP
2453193.67704   0.00370 0.03188 WASP
2453193.68051  -0.00470 0.03059 WASP
2453193.68398   0.00570 0.02348 WASP
2453193.68747  -0.00780 0.02283 WASP
2453193.69626  -0.00220 0.02779 WASP
2453193.69973   0.00000 0.02283 WASP
2453193.70323  -0.00630 0.02219 WASP
2453193.70669   0.00160 0.02434 WASP
2453193.71019   0.01010 0.01939 WASP
2453193.71366   0.00530 0.01809 WASP
2453193.71714   0.00550 0.02111 WASP
2453193.72118   0.00501 0.01831 WASP
2453194.63682   0.00384 0.02908 WASP
2453194.64156   0.01164 0.02843 WASP
2453194.64632   0.00364 0.02779 WASP
2453194.65106   0.00534 0.02843 WASP
2453194.65581   0.00674 0.02628 WASP
2453194.66057   0.00314 0.03123 WASP
2453194.66531   0.00764 0.02563 WASP
2453194.67251   0.00804 0.02068 WASP
2453194.67542   0.00504 0.01874 WASP
2453194.67889   0.01014 0.02348 WASP
2453194.68237   0.00434 0.02499 WASP
2453194.68584  -0.01076 0.02133 WASP
2453194.68932   0.00645 0.02348 WASP
2453194.69279   0.00735 0.01659 WASP
2453194.69627   0.00195 0.01659 WASP
2453194.69975   0.00095 0.01594 WASP
2453194.70321  -0.00505 0.01465 WASP
2453198.62866   0.00711 0.01766 WASP
2453198.63340   0.00511 0.01637 WASP
2453198.63817   0.00132 0.01443 WASP
2453198.64291   0.00192 0.01443 WASP
2453198.64765  -0.00538 0.01228 WASP
2453198.65715   0.00742 0.01228 WASP
2453198.66189   0.00222 0.01292 WASP
2453198.66726   0.01102 0.01228 WASP
2453198.67075   0.00572 0.01099 WASP
2453198.67422   0.00572 0.01357 WASP
2453198.67770   0.00062 0.01099 WASP
2453198.68119   0.00822 0.01099 WASP
2453198.68465   0.00672 0.01163 WASP
2453198.68813   0.00502 0.01292 WASP
2453198.69160   0.00342 0.01228 WASP
2453198.69509   0.00302 0.01292 WASP
2453198.69855   0.00642 0.01292 WASP
2453198.70203   0.00512 0.01573 WASP
2453198.70797   0.00973 0.01292 WASP
