2455823.36779   0.02455 0.00997 OED I-band
2455823.37011   0.03324 0.00706 OED I-band
2455823.37226   0.02824 0.00476 OED I-band
2455823.37429   0.02513 0.00675 OED I-band
2455823.37652   0.02993 0.00399 OED I-band
2455823.37874   0.03003 0.00322 OED I-band
2455823.38082   0.02572 0.00583 OED I-band
2455823.38298   0.02492 0.00414 OED I-band
2455823.38515   0.02732 0.00246 OED I-band
2455823.38799   0.02751 0.00460 OED I-band
2455823.39015   0.03301 0.01028 OED I-band
2455823.39218   0.03010 0.00246 OED I-band
2455823.39421   0.02740 0.00322 OED I-band
2455823.39624   0.02830 0.00384 OED I-band
2455823.39827   0.02569 0.00338 OED I-band
2455823.40030   0.02769 0.00445 OED I-band
2455823.40238   0.02779 0.00552 OED I-band
2455823.40443   0.02858 0.00322 OED I-band
2455823.40646   0.02938 0.00307 OED I-band
2455823.40850   0.02688 0.00322 OED I-band
2455823.41053   0.02217 0.00368 OED I-band
2455823.41256   0.02777 0.00077 OED I-band
2455823.41459   0.02447 0.00292 OED I-band
2455823.41700   0.02676 0.00276 OED I-band
2455823.41928   0.02806 0.00384 OED I-band
2455823.42131   0.02516 0.00353 OED I-band
2455823.42350   0.03055 0.00598 OED I-band
2455823.42773   0.02265 0.00706 OED I-band
2455823.43569   0.02833 0.00568 OED I-band
2455823.43838   0.02833 0.00123 OED I-band
2455823.44057   0.02812 0.00215 OED I-band
2455823.44270   0.02832 0.00153 OED I-band
2455823.44478   0.02652 0.00292 OED I-band
2455823.44681   0.02481 0.00184 OED I-band
2455823.44884   0.02681 0.00322 OED I-band
2455823.45087   0.02361 0.00338 OED I-band
2455823.45290   0.02550 0.00261 OED I-band
2455823.45493   0.02290 0.00230 OED I-band
2455823.45698   0.02730 0.00230 OED I-band
2455823.45909   0.02229 0.00292 OED I-band
2455823.46180   0.02779 0.00476 OED I-band
2455823.46413   0.02788 0.00246 OED I-band
2455823.46616   0.02558 0.00138 OED I-band
2455823.46819   0.02678 0.00445 OED I-band
2455823.47023   0.02947 0.00368 OED I-band
2455823.47226   0.02687 0.00322 OED I-band
2455823.47429   0.02777 0.00399 OED I-band
2455823.47637   0.02536 0.00307 OED I-band
2455823.47852   0.02746 0.00261 OED I-band
2455823.48068   0.02696 0.00200 OED I-band
2455823.48279   0.02515 0.00322 OED I-band
2455823.48483   0.02785 0.00338 OED I-band
2455823.48707   0.02424 0.00230 OED I-band
2455823.48930   0.02584 0.00215 OED I-band
2455823.49133   0.02674 0.00184 OED I-band
2455823.49336   0.02703 0.00138 OED I-band
2455823.49539   0.02573 0.00200 OED I-band
2455823.49750   0.02293 0.00292 OED I-band
2455823.49966   0.02492 0.00184 OED I-band
2455823.50182   0.02702 0.00261 OED I-band
2455823.50397   0.02432 0.00153 OED I-band
2455823.50610   0.02371 0.00107 OED I-band
2455823.50854   0.02181 0.00261 OED I-band
2455823.51107   0.02290 0.00230 OED I-band
2455823.51308   0.02510 0.00169 OED I-band
2455823.51513   0.02320 0.00246 OED I-band
2455823.51716   0.02169 0.00169 OED I-band
2455823.51919   0.02199 0.00230 OED I-band
2455823.52123   0.02529 0.00092 OED I-band
2455823.52338   0.02058 0.00200 OED I-band
2455823.52550   0.02108 0.00123 OED I-band
2455823.52753   0.01978 0.00153 OED I-band
2455823.52957   0.01937 0.00246 OED I-band
2455823.53160   0.01487 0.00169 OED I-band
2455823.53363   0.01757 0.00215 OED I-band
2455823.53566   0.01766 0.00307 OED I-band
2455823.53770   0.01486 0.00276 OED I-band
2455823.53973   0.01406 0.00153 OED I-band
2455823.54176   0.01385 0.00261 OED I-band
2455823.54328   0.01405 0.00153 OED I-band
2455823.54430   0.01215 0.00261 OED I-band
2455823.54532   0.01015 0.00153 OED I-band
2455823.54636   0.01424 0.00138 OED I-band
2455823.54745   0.00894 0.00215 OED I-band
2455823.54856   0.00814 0.00399 OED I-band
2455823.54966   0.00994 0.00123 OED I-band
2455823.55073   0.01054 0.00338 OED I-band
2455823.55182   0.00584 0.00107 OED I-band
2455823.55290   0.00743 0.00153 OED I-band
2455823.55452   0.00483 0.00246 OED I-band
2455823.55667   0.00733 0.00276 OED I-band
2455823.55879   0.00612 0.00215 OED I-band
2455823.56093   0.00482 0.00200 OED I-band
2455823.56308   0.00212 0.00246 OED I-band
2455823.56524  -0.00019 0.00261 OED I-band
2455823.56737   0.00081 0.00292 OED I-band
2455823.56941  -0.00089 0.00215 OED I-band
2455823.57144   0.00010 0.00215 OED I-band
2455823.57347  -0.00020 0.00307 OED I-band
2455823.57550   0.00050 0.00123 OED I-band
2455823.57753  -0.00101 0.00123 OED I-band
2455823.57956  -0.00151 0.00138 OED I-band
2455823.58168  -0.00181 0.00184 OED I-band
2455823.58385  -0.00122 0.00107 OED I-band
2455823.58604  -0.00122 0.00307 OED I-band
2455823.58821  -0.00213 0.00307 OED I-band
2455823.59032  -0.00213 0.00200 OED I-band
2455823.59236   0.00017 0.00138 OED I-band
2455823.59439  -0.00064 0.00276 OED I-band
2455823.59642  -0.00254 0.00399 OED I-band
2455823.59845   0.00346 0.00200 OED I-band
2455823.60048   0.00425 0.00123 OED I-band
2455823.60251   0.00035 0.00322 OED I-band
2455823.60459   0.00165 0.00230 OED I-band
2455823.60667   0.00284 0.00246 OED I-band
2455823.60876   0.00124 0.00230 OED I-band
2455823.61084   0.00044 0.00246 OED I-band
2455823.61287   0.00183 0.00368 OED I-band
2455923.26278   0.02952 0.00092 OED I-band
2455923.26688   0.02851 0.00338 OED I-band
2455923.27104   0.02790 0.00322 OED I-band
2455923.27514   0.02940 0.00353 OED I-band
2455923.27923   0.02869 0.00230 OED I-band
2455923.28333   0.02968 0.00184 OED I-band
2455923.28743   0.02788 0.00276 OED I-band
2455923.29153   0.02837 0.00200 OED I-band
2455923.29564   0.02796 0.00261 OED I-band
2455923.29974   0.02546 0.00445 OED I-band
2455923.30384   0.02815 0.00138 OED I-band
2455923.30794   0.03024 0.00368 OED I-band
2455923.31203   0.03084 0.00276 OED I-band
2455923.31613   0.02343 0.00307 OED I-band
2455923.32023   0.02412 0.00384 OED I-band
2455923.32433   0.02081 0.00384 OED I-band
2455923.32843   0.02071 0.00430 OED I-band
2455923.33253   0.02410 0.00246 OED I-band
2455923.33663   0.02659 0.00153 OED I-band
2455923.34072   0.02989 0.00506 OED I-band
2455923.34482   0.02898 0.00399 OED I-band
2455923.34892   0.03017 0.00292 OED I-band
2455923.35302   0.02297 0.00215 OED I-band
2455923.35712   0.02076 0.00399 OED I-band
2455923.36122   0.02795 0.00353 OED I-band
2455923.36531   0.02135 0.00338 OED I-band
2455923.36941   0.02314 0.00169 OED I-band
2455923.37351   0.02883 0.00368 OED I-band
2455923.37761   0.02712 0.00568 OED I-band
2455923.38171   0.02412 0.00552 OED I-band
2455923.38581   0.02621 0.00414 OED I-band
2455923.38991   0.02770 0.00552 OED I-band
2455923.39401   0.02690 0.00368 OED I-band
2455923.39810   0.02449 0.00384 OED I-band
2455923.40220   0.03068 0.00414 OED I-band
2455923.40630   0.02978 0.00307 OED I-band
2455923.41040   0.03187 0.00276 OED I-band
2455923.41450   0.02946 0.00292 OED I-band
2455923.41860   0.03226 0.00368 OED I-band
2455923.42270   0.02855 0.00491 OED I-band
2455923.42680   0.02514 0.00215 OED I-band
2455923.43090   0.02334 0.00307 OED I-band
2455923.43500   0.02783 0.00583 OED I-band
2455923.43910   0.02252 0.00491 OED I-band
2455923.44319   0.02751 0.00368 OED I-band
2455923.44730   0.02661 0.00430 OED I-band
2455923.45139   0.02680 0.00644 OED I-band
2455923.45549   0.01869 0.00414 OED I-band
2455923.45959   0.01849 0.00322 OED I-band
2455923.46369   0.01808 0.00537 OED I-band
2455923.46779   0.01207 0.00384 OED I-band
2455923.47189   0.01437 0.00798 OED I-band
2455923.47599   0.01276 0.00691 OED I-band
2455923.48009   0.01675 0.00368 OED I-band
2455923.48419   0.00835 0.00537 OED I-band
2455923.48829   0.00294 0.00936 OED I-band
2455923.49239   0.00563 0.00568 OED I-band
2455923.49649  -0.00337 0.00430 OED I-band
2455923.50059  -0.00498 0.00414 OED I-band
2455923.50469   0.00191 0.00691 OED I-band
2455923.50878  -0.00420 0.00322 OED I-band
2455923.51340  -0.00250 0.00460 OED I-band
2456251.49796   0.00064 0.00230 OED I-band
2456251.49979   0.00104 0.00276 OED I-band
2456251.50161  -0.00056 0.00276 OED I-band
2456251.50344  -0.00267 0.00184 OED I-band
2456251.50527  -0.00157 0.00261 OED I-band
2456251.50709  -0.00047 0.00184 OED I-band
2456251.50892   0.00082 0.00322 OED I-band
2456251.51074  -0.00378 0.00322 OED I-band
2456251.51257  -0.00238 0.00230 OED I-band
2456251.51440  -0.00238 0.00384 OED I-band
2456251.51623  -0.00109 0.00307 OED I-band
2456251.51805  -0.00219 0.00322 OED I-band
2456251.51988   0.00151 0.00153 OED I-band
2456251.52170   0.00240 0.00246 OED I-band
2456251.52379  -0.00150 0.00200 OED I-band
2456251.52614  -0.00100 0.00338 OED I-band
2456251.52797   0.00129 0.00077 OED I-band
2456251.52991   0.00209 0.00322 OED I-band
2456251.53188   0.00439 0.00338 OED I-band
2456251.53371   0.00488 0.00322 OED I-band
2456251.53554   0.00378 0.00721 OED I-band
2456251.53736   0.00598 0.00338 OED I-band
2456251.53919   0.00477 0.00506 OED I-band
2456251.54101   0.00607 0.00307 OED I-band
2456251.54284   0.01057 0.00568 OED I-band
2456251.54511   0.00136 0.00629 OED I-band
2456251.54825   0.01216 0.00614 OED I-band
2456251.55041   0.01155 0.00829 OED I-band
2456251.55223   0.01255 0.00368 OED I-band
2456251.55406   0.01795 0.00276 OED I-band
2456251.55589   0.01715 0.00537 OED I-band
2456251.55782   0.01924 0.00491 OED I-band
2456251.55980   0.01484 0.00215 OED I-band
2456251.56163   0.01694 0.00506 OED I-band
2456251.56346   0.01763 0.00184 OED I-band
2456251.56528   0.01873 0.00338 OED I-band
2456251.56711   0.01903 0.00292 OED I-band
2456251.56905   0.02292 0.00368 OED I-band
2456251.57102   0.02632 0.00230 OED I-band
2456251.57307   0.02422 0.00169 OED I-band
2456251.57512   0.02181 0.00399 OED I-band
2456251.57728   0.01981 0.00153 OED I-band
2456251.57911   0.02431 0.00230 OED I-band
2456251.58094   0.02840 0.00153 OED I-band
2456251.58276   0.02980 0.00430 OED I-band
2456251.58459   0.02720 0.00691 OED I-band
2456251.58664   0.02679 0.00230 OED I-band
2456251.58865   0.02949 0.00414 OED I-band
2456251.59063   0.02299 0.00215 OED I-band
2456251.59275   0.03328 0.00890 OED I-band
2456251.59476   0.02598 0.00445 OED I-band
2456251.59659   0.02788 0.00721 OED I-band
2456251.59842   0.02977 0.00476 OED I-band
2456251.60024   0.03187 0.00736 OED I-band
2456251.60215   0.02637 0.00430 OED I-band
2456251.60417   0.04226 0.00859 OED I-band
2456251.60600   0.02506 0.00568 OED I-band
2456251.60783   0.02946 0.00721 OED I-band
2456251.60967   0.04515 0.00384 OED I-band
