time,mag,e_mag,flag,subset,phase,model,s_mag,fit
7064.068193,-0.0019000000320374966,0.0009699999936856329,5,0,0.4681306809666772,-0.001404795659595422,0.0009699999936856329,-0.0019167919947301309
7064.088626,0.00559999980032444,0.0009699999936856329,5,0,0.4764329480091547,0.005820688001747239,0.0009699999936856329,0.005309035221756456
7064.109058,0.02319999970495701,0.0009699999936856329,5,0,0.484734808735265,0.02359567669534371,0.0009699999936856329,0.023084367453683124
7064.12949,0.03880000114440918,0.0009699999936856329,5,0,0.49303666946137525,0.0389607313409538,0.0009699999936856329,0.03844976563762341
7064.149922,0.043800000101327896,0.0009699999936856329,5,0,0.501338530187116,0.04350982167470691,0.0009699999936856329,0.0429991995097067
7064.211219,0.002899999963119626,0.0009699999936856329,5,0,0.5262445186818177,0.001816688420880703,0.0009699999936856329,0.001307096887684816
7064.231651,-0.0006000000284984708,0.0009699999936856329,1,0,0.5345463794079279,-0.0015070050594034792,0.0009699999936856329,-0.0020162530542691694
7064.252083,-0.0008999999845400453,0.0009699999936856329,0,0,0.5428482401340382,-0.0015674286406288582,0.0009699999936856329,-0.0020763330971643517
7064.272516,-0.0003000000142492354,0.0009699999936856329,0,0,0.5511505071765157,-0.0016278518163905034,0.0009699999936856329,-0.00213641271778207
7064.31338,-9.999999747378752e-05,0.0009699999936856329,1,0,0.5677542286283703,-0.0017486821674232312,0.0009699999936856329,-0.0022565559921544198
7064.333812,9.999999747378752e-05,0.0009699999936856329,0,0,0.5760560893544806,-0.0018227419094509843,0.0009699999936856329,-0.002330272195851976
7064.354245,0.00019999999494757503,0.0009699999936856329,0,0,0.5843583563973276,-0.001896800224417905,0.0009699999936856329,-0.0024039869556749544
7064.374677,0.00019999999494757503,0.0009699999936856329,0,0,0.5926602171230684,-0.001970849864114702,0.0009699999936856329,-0.0024776930570415702
7064.395109,0.00019999999494757503,0.0009699999936856329,0,0,0.6009620778491822,-0.002044894453807832,0.0009699999936856329,-0.0025513941084045035
7064.456406,-0.002300000051036477,0.0009699999936856329,1,0,0.6258680663438803,-0.002267001552819059,0.0009699999936856329,-0.00277247057561141
7064.476838,-0.002400000113993883,0.0009699999936856329,0,0,0.634169927069621,-0.0022973598696085402,0.0009699999936856329,-0.00280248535407071
7064.49727,-0.002300000051036477,0.0009699999936856329,0,0,0.6424717877957349,-0.0023277173375727458,0.0009699999936856329,-0.002832499283704719
7064.517703,-0.002199999988079071,0.0009699999936856329,0,0,0.6507740548385783,-0.0023580754424769104,0.0009699999936856329,-0.0028625138334649413
7064.538135,-0.0015999999595806003,0.0009699999936856329,0,0,0.6590759155643227,-0.0023884312128878357,0.0009699999936856329,-0.0028925260655456855
7064.558567,-0.0017000000225380063,0.0009699999936856329,1,0,0.6673777762904329,-0.002418786134615875,0.0009699999936856329,-0.0029225374489435275
7064.578999,-0.0010000000474974513,0.0009699999936856329,0,0,0.6756796370165432,-0.002340817252739427,0.0009699999936856329,-0.002844225028736883
7064.599432,-0.00139999995008111,0.0009699999936856329,0,0,0.6839819040590207,-0.0022628389549329223,0.0009699999936856329,-0.0027659031757864515
7064.640296,-0.0007999999797903001,0.0009699999936856329,0,0,0.7005856255108753,-0.0021068731899025993,0.0009699999936856329,-0.0026092503340957507
7064.660728,-0.0006000000284984708,0.0009699999936856329,0,0,0.7088874862369856,-0.0020288819049132534,0.0009699999936856329,-0.0025309155107762077
7064.701593,-0.003000000026077032,0.0009699999936856329,1,0,0.7254916140055734,-0.0018728787081672,0.0009699999936856329,-0.0023742252205560307
7064.722025,-0.002099999925121665,0.0009699999936856329,0,0,0.7337934747316837,-0.0016466602599924888,0.0009699999936856329,-0.002147663234051123
7064.76289,-0.0017000000225380063,0.0009699999936856329,0,0,0.750397602500275,-0.00119407083582526,0.0009699999936856329,-0.0016943867164097705
7064.783322,-0.0017999999690800905,0.0009699999936856329,0,0,0.7586994632263853,-0.0009677108957398314,0.0009699999936856329,-0.0014676832379941452
7064.803754,-0.0010000000474974513,0.0009699999936856329,0,0,0.7670013239521261,-0.0007413037531239664,0.0009699999936856329,-0.0012409325570480988
7064.824186,-0.0010000000474974513,0.0009699999936856329,1,0,0.7753031846782363,-0.0005148493882670482,0.0009699999936856329,-0.0010141346538609839
7064.844619,-0.00039999998989515007,0.0009699999936856329,0,0,0.7836054517210833,-0.0001726439221413894,0.0009699999936856329,-0.000671585632591383
7064.865051,-9.999999747378752e-05,0.0009699999936856329,0,0,0.7919073124468277,0.0001696526796676071,0.0009699999936856329,-0.0003289454924522051
7064.885483,0.0003000000142492354,0.0009699999936856329,0,0,0.8002091731729379,0.0005120572302867851,0.0009699999936856329,1.3802596497169734e-05
7064.926347,0.0008999999845400453,0.0009699999936856329,0,0,0.816812894624789,0.001197190450392978,0.0009699999936856329,0.0006996228932637408
7064.94678,0.0017999999690800905,0.0009699999936856329,1,0,0.825115161667636,0.0015399360330781847,0.0009699999936856329,0.0010427120310928894
7064.967212,0.002099999925121665,0.0009699999936856329,0,0,0.8334170223933803,0.0019303469797182816,0.0009699999936856329,0.0014334665160631679
7064.987644,0.003100000089034438,0.0009699999936856329,0,0,0.8417188831194906,0.002320898361534691,0.0009699999936856329,0.001824361436209774
7065.008076,0.0034000000450760126,0.0009699999936856329,0,0,0.8500207438456009,0.0027115902795784392,0.0009699999936856329,0.002215396892583719
7065.028509,0.00419999985024333,0.0009699999936856329,0,0,0.8583230108880784,0.003102441966912754,0.0009699999936856329,0.0026065921350619603
7065.048941,0.0044999998062849045,0.0009699999936856329,1,0,0.8666248716141887,0.003493415267944145,0.0009699999936856329,0.0029979089744235484
7065.089805,0.00570000009611249,0.0009699999936856329,0,0,0.8832285930660433,0.004169272160000006,0.0009699999936856329,0.0036744529431397875
7065.110237,0.006000000052154064,0.0009699999936856329,0,0,0.8915304537921536,0.004507358438635021,0.0009699999936856329,0.0040128827601049995
7065.13067,0.006800000090152025,0.0009699999936856329,0,0,0.8998327208346311,0.0048455665810249494,0.0009699999936856329,0.004351434457638854
7065.191966,0.004999999888241291,0.0009699999936856329,0,0,0.9247383030129654,0.005860773871154008,0.0009699999936856329,0.005367672362758503
7065.212399,0.00570000009611249,0.0009699999936856329,1,0,0.9330405700554429,0.006199403932756918,0.0009699999936856329,0.0057066459795053395
7065.232831,0.00559999980032444,0.0009699999936856329,0,0,0.9413424307815532,0.006401053429029552,0.0009699999936856329,0.005908639014108171
7065.253263,0.006200000178068876,0.0009699999936856329,0,0,0.949644291507294,0.006602740383814759,0.0009699999936856329,0.006110669507223559
7065.273695,0.006399999838322401,0.0009699999936856329,0,0,0.9579461522334078,0.006804464811049584,0.0009699999936856329,0.0063127374727885805
7065.294127,0.0066999997943639755,0.0009699999936856329,1,0,0.9662480129595181,0.00700622672465209,0.0009699999936856329,0.006514842924721284
7065.31456,0.016300000250339508,0.0009699999936856329,5,0,0.9745502800019956,0.016444673540609293,0.0009699999936856329,0.015953633295822413
7065.334992,0.05119999870657921,0.0009699999936856329,5,0,0.9828521407281059,0.05139291267018657,0.0009699999936856329,0.05090221596372989
7065.355424,0.08699999749660492,0.0009699999936856329,5,0,0.9911540014542162,0.08691016815930308,0.0009699999936856329,0.0864198149911766
7065.375856,0.10279999673366547,0.0009699999936856329,5,0,0.9994558621799605,0.10274435846005953,0.0009699999936856329,0.10225434883026323
7065.396289,0.09099999815225601,0.0009699999936856329,5,0,0.0077581292228039445,0.09042628980217221,0.0009699999936856329,0.08993662372751984
7065.416721,0.057100001722574234,0.0009699999936856329,5,0,0.016059989948548292,0.056549199628694966,0.0009699999936856329,0.056059877092372784
7065.478017,0.00800000037997961,0.0009699999936856329,1,0,0.04096557212688268,0.00687243898843538,0.0009699999936856329,0.006384147067103789
7065.518882,0.007799999788403511,0.0009699999936856329,0,0,0.05756969989547045,0.00639198864543515,0.0009699999936856329,0.005904383817577683
7065.539314,0.008100000210106373,0.0009699999936856329,0,0,0.06587156062121124,0.006151849053068177,0.0009699999936856329,0.005664587763540891
7065.559746,0.007600000128149986,0.0009699999936856329,0,0,0.07417342134732152,0.005911762562237521,0.0009699999936856329,0.005424844811040433
7065.580178,0.007499999832361937,0.0009699999936856329,1,0,0.08247528207343535,0.005671729149474757,0.0009699999936856329,0.005185154936607864
7065.600611,0.007000000216066837,0.0009699999936856329,0,0,0.0907775491159093,0.005316867690301347,0.0009699999936856329,0.0048306370325783814
7065.621043,0.006899999920278788,0.0009699999936856329,0,0,0.09907940984202313,0.004962139534524838,0.0009699999936856329,0.004476252415132069
7065.641475,0.006399999838322401,0.0009699999936856329,0,0,0.1073812705681334,0.004607527236511069,0.0009699999936856329,0.004121983655448497
7065.68234,0.003000000026077032,0.0009699999936856329,0,0,0.12398539833672118,0.0038986325696609677,0.0009699999936856329,0.0034137760820725192
7065.702772,0.0024999999441206455,0.0009699999936856329,1,0,0.13228725906246197,0.003544367396969573,0.0009699999936856329,0.003059854447711306
7065.743636,0.0015999999595806003,0.0009699999936856329,0,0,0.14889098051468608,0.0027665026747773318,0.0009699999936856329,0.002282676802179458
7065.764068,0.0013000000035390258,0.0009699999936856329,0,0,0.15719284124079635,0.0023777791989057417,0.0009699999936856329,0.0018942968646380647
7065.784501,0.0007999999797903001,0.0009699999936856329,0,0,0.16549510828327385,0.001989175831934218,0.0009699999936856329,0.0015060370528104676
