# BJD-2450000   mag       e_mag      Flag   Phase    
  7089.362958   -0.0015   0.00048    1      0.74585  
  7089.383390   -0.0012   0.00048    0      0.75415  
  7089.403821   -0.0011   0.00048    0      0.76245  
  7089.424253   -0.0004   0.00048    0      0.77075  
  7089.444685   -0.0005   0.00048    0      0.77905  
  7089.465116   +0.0001   0.00048    1      0.78736  
  7089.485548   +0.0002   0.00048    0      0.79566  
  7089.505980   +0.0007   0.00048    0      0.80396  
  7089.526411   +0.0008   0.00048    0      0.81226  
  7089.546843   +0.0012   0.00048    0      0.82056  
  7089.567275   +0.0017   0.00048    1      0.82887  
  7089.587707   +0.0021   0.00048    0      0.83717  
  7089.608138   +0.0023   0.00048    0      0.84547  
  7089.628570   +0.0025   0.00048    0      0.85377  
  7089.649002   +0.0032   0.00048    0      0.86207  
  7089.669433   +0.0036   0.00048    1      0.87037  
  7089.689865   +0.0038   0.00048    0      0.87868  
  7089.730729   +0.0043   0.00048    0      0.89528  
  7089.751160   +0.0050   0.00048    0      0.90358  
  7089.771592   +0.0051   0.00048    0      0.91188  
  7089.792024   +0.0058   0.00048    1      0.92018  
  7089.812456   +0.0057   0.00048    0      0.92849  
  7089.832887   +0.0062   0.00048    0      0.93679  
  7089.853319   +0.0066   0.00048    0      0.94509  
  7089.873751   +0.0069   0.00048    0      0.95339  
  7089.894182   +0.0071   0.00048    1      0.96169  
  7089.955477   +0.0688   0.00048    5      0.98660  
  7089.975909   +0.0977   0.00048    5      0.99490  
  7089.996341   +0.1004   0.00048    5      0.00320  
  7090.016773   +0.0769   0.00048    5      0.01150  
  7090.037204   +0.0390   0.00048    5      0.01981  
  7090.057636   +0.0105   0.00048    5      0.02811  
  7090.078068   +0.0070   0.00048    1      0.03641  
  7090.098499   +0.0064   0.00048    0      0.04471  
  7090.118931   +0.0066   0.00048    0      0.05301  
  7090.139363   +0.0059   0.00048    1      0.06131  
  7090.159795   +0.0060   0.00048    0      0.06962  
  7090.180226   +0.0056   0.00048    0      0.07792  
  7090.200658   +0.0052   0.00048    0      0.08622  
  7090.221090   +0.0049   0.00048    0      0.09452  
  7090.241521   +0.0043   0.00048    1      0.10282  
  7090.261953   +0.0042   0.00048    0      0.11112  
  7090.282385   +0.0034   0.00048    0      0.11943  
  7090.302816   +0.0035   0.00048    0      0.12773  
  7090.323248   +0.0025   0.00048    0      0.13603  
  7090.343680   +0.0025   0.00048    1      0.14433  
  7090.364112   +0.0018   0.00048    0      0.15263  
  7090.384543   +0.0018   0.00048    0      0.16093  
  7090.404975   +0.0013   0.00048    0      0.16924  
  7090.425407   +0.0011   0.00048    0      0.17754  
  7090.445838   +0.0006   0.00048    1      0.18584  
  7090.466270   +0.0003   0.00048    0      0.19414  
  7090.486702   +0.0002   0.00048    0      0.20244  
  7090.507134   -0.0003   0.00048    0      0.21075  
  7090.527565   -0.0002   0.00048    0      0.21905  
  7090.547997   -0.0011   0.00048    1      0.22735  
  7090.568429   -0.0008   0.00048    0      0.23565  
  7090.588860   -0.0013   0.00048    0      0.24395  
  7090.609292   -0.0012   0.00048    0      0.25225  
  7090.629724   -0.0002   0.00048    1      0.26056  
  7090.650155   +0.0045   0.00048    -1     0.26886  
  7090.691019   -0.0021   0.00048    1      0.28546  
  7090.731882   -0.0025   0.00048    0      0.30206  
  7090.752314   -0.0021   0.00048    0      0.31037  
  7090.772746   -0.0028   0.00048    0      0.31867  
  7090.793177   -0.0022   0.00048    1      0.32697  
  7090.813609   -0.0027   0.00048    0      0.33527  
  7090.834041   -0.0022   0.00048    0      0.34357  
  7090.854473   -0.0025   0.00048    0      0.35187  
  7090.874904   -0.0024   0.00048    0      0.36018  
  7090.895336   -0.0026   0.00048    1      0.36848  
  7090.915768   -0.0029   0.00048    0      0.37678  
  7090.936199   -0.0023   0.00048    0      0.38508  
  7090.956631   -0.0031   0.00048    0      0.39338  
  7090.977063   -0.0023   0.00048    0      0.40169  
  7090.997494   -0.0024   0.00048    1      0.40999  
  7091.058790   -0.0016   0.00048    0      0.43489  
  7091.079221   -0.0018   0.00048    0      0.44319  
  7091.099653   +0.0003   0.00048    0      0.45150  
  7091.120085   +0.0113   0.00048    -1     0.45980  
  7091.181380   +0.0230   0.00048    5      0.48470  
  7091.201811   +0.0385   0.00048    5      0.49300  
  7091.222243   +0.0432   0.00048    5      0.50131  
  7091.263107   +0.0176   0.00048    5      0.51791  
  7091.283538   +0.0017   0.00048    5      0.52621  
  7091.303970   -0.0014   0.00048    1      0.53451  
  7091.324402   -0.0018   0.00048    0      0.54282  
  7091.344833   -0.0015   0.00048    0      0.55112  
  7091.426560   -0.0017   0.00048    0      0.58432  
  7091.446992   -0.0019   0.00048    0      0.59263  
  7091.467423   -0.0021   0.00048    1      0.60093  
  7091.487855   -0.0018   0.00048    0      0.60923  
  7091.508287   -0.0020   0.00048    0      0.61753  
  7091.528718   -0.0022   0.00048    0      0.62583  
  7091.549150   -0.0019   0.00048    0      0.63413  
  7091.569582   -0.0023   0.00048    1      0.64244  
  7091.590013   -0.0023   0.00048    0      0.65074  
  7091.610445   -0.0024   0.00048    0      0.65904  
  7091.630877   -0.0025   0.00048    0      0.66734  
  7091.651309   -0.0024   0.00048    0      0.67564  
  7091.671740   -0.0023   0.00048    1      0.68394  
  7091.733035   -0.0023   0.00048    0      0.70885  
  7091.753467   -0.0019   0.00048    0      0.71715  
  7091.773899   -0.0017   0.00048    0      0.72545  
  7091.794330   -0.0017   0.00048    0      0.73375  
  7091.814762   -0.0013   0.00048    1      0.74206  
  7091.835194   -0.0015   0.00048    0      0.75036  
  7091.855625   -0.0005   0.00048    0      0.75866  
  7091.876057   -0.0008   0.00048    0      0.76696  
  7091.916921   +0.0005   0.00048    0      0.78357  
  7091.937352   +0.0010   0.00048    1      0.79187  
  7091.957784   +0.0013   0.00048    0      0.80017  
  7091.978216   +0.0012   0.00048    0      0.80847  
  7091.998647   +0.0019   0.00048    0      0.81677  
  7092.019079   +0.0018   0.00048    0      0.82507  
  7092.039511   +0.0025   0.00048    1      0.83338  
  7092.059942   +0.0024   0.00048    0      0.84168  
  7092.080374   +0.0031   0.00048    0      0.84998  
  7092.100806   +0.0031   0.00048    0      0.85828  
  7092.121237   +0.0036   0.00048    0      0.86658  
  7092.141669   +0.0038   0.00048    1      0.87488  
  7092.162101   +0.0043   0.00048    0      0.88319  
  7092.182532   +0.0046   0.00048    0      0.89149  
  7092.202964   +0.0050   0.00048    0      0.89979  
  7092.223396   +0.0055   0.00048    0      0.90809  
  7092.243827   +0.0054   0.00048    1      0.91639  
  7092.264259   +0.0060   0.00048    0      0.92469  
  7092.284691   +0.0056   0.00048    0      0.93300  
  7092.305122   +0.0063   0.00048    0      0.94130  
  7092.325554   +0.0061   0.00048    0      0.94960  
  7092.345986   +0.0066   0.00048    1      0.95790  
  7092.366417   +0.0067   0.00048    1      0.96620  
  7092.386849   +0.0162   0.00048    5      0.97451  
  7092.407281   +0.0509   0.00048    5      0.98281  
  7092.427712   +0.0862   0.00048    5      0.99111  
  7092.448144   +0.1024   0.00048    5      0.99941  
  7092.468576   +0.0901   0.00048    5      0.00771  
  7092.489008   +0.0567   0.00048    5      0.01601  
  7092.509439   +0.0200   0.00048    5      0.02432  
  7092.529871   +0.0073   0.00048    1      0.03262  
  7092.550303   +0.0067   0.00048    1      0.04092  
  7092.570734   +0.0073   0.00048    0      0.04922  
  7092.591166   +0.0088   0.00048    0      0.05752  
  7092.611598   +0.0167   0.00048    -1     0.06582  
  7092.672893   +0.0054   0.00048    0      0.09073  
  7092.693324   +0.0045   0.00048    1      0.09903  
  7092.713756   +0.0046   0.00048    0      0.10733  
  7092.734188   +0.0039   0.00048    0      0.11563  
  7092.754619   +0.0039   0.00048    0      0.12394  
  7092.775051   +0.0031   0.00048    0      0.13224  
  7092.795483   +0.0028   0.00048    1      0.14054  
  7092.815914   +0.0025   0.00048    0      0.14884  
  7092.836346   +0.0021   0.00048    0      0.15714  
  7092.856778   +0.0015   0.00048    0      0.16545  
  7092.877210   +0.0012   0.00048    0      0.17375  
  7092.897641   +0.0008   0.00048    1      0.18205  
  7092.918073   +0.0003   0.00048    0      0.19035  
  7092.938505   +0.0000   0.00048    0      0.19865  
  7092.958936   -0.0004   0.00048    0      0.20695  
  7092.979368   -0.0006   0.00048    0      0.21526  
  7092.999799   -0.0008   0.00048    1      0.22356  
  7093.020231   -0.0013   0.00048    0      0.23186  
  7093.040663   -0.0012   0.00048    0      0.24016  
  7093.061094   -0.0017   0.00048    0      0.24846  
  7093.081526   -0.0016   0.00048    0      0.25676  
  7093.101958   -0.0017   0.00048    1      0.26507  
  7093.142821   -0.0022   0.00048    0      0.28167  
  7093.163253   -0.0026   0.00048    0      0.28997  
  7093.204116   -0.0026   0.00048    0      0.30657  
  7093.224548   -0.0024   0.00048    0      0.31488  
  7093.244980   -0.0026   0.00048    1      0.32318  
  7093.265411   -0.0025   0.00048    0      0.33148  
  7093.285843   -0.0024   0.00048    0      0.33978  
  7093.306275   -0.0024   0.00048    0      0.34808  
  7093.326706   -0.0025   0.00048    0      0.35638  
  7093.347138   -0.0025   0.00048    1      0.36469  
  7093.367570   -0.0026   0.00048    0      0.37299  
  7093.388001   -0.0024   0.00048    0      0.38129  
  7093.408433   -0.0022   0.00048    0      0.38959  
  7093.428865   -0.0025   0.00048    0      0.39789  
  7093.449296   -0.0021   0.00048    1      0.40620  
  7093.469728   -0.0024   0.00048    0      0.41450  
  7093.490160   -0.0021   0.00048    0      0.42280  
  7093.510591   -0.0021   0.00048    0      0.43110  
  7093.531023   -0.0021   0.00048    0      0.43940  
  7093.551455   -0.0018   0.00048    1      0.44770  
  7093.571886   -0.0024   0.00048    0      0.45601  
  7093.592318   -0.0015   0.00048    1      0.46431  
  7093.612750   -0.0001   0.00048    5      0.47261  
  7093.633181   +0.0152   0.00048    5      0.48091  
  7093.653613   +0.0324   0.00048    5      0.48921  
  7093.674045   +0.0430   0.00048    5      0.49751  
  7093.694476   +0.0402   0.00048    5      0.50582  
  7093.714908   +0.0262   0.00048    5      0.51412  
  7093.735340   +0.0080   0.00048    5      0.52242  
  7093.776203   -0.0013   0.00048    1      0.53902  
  7093.796635   -0.0018   0.00048    0      0.54732  
  7093.817066   -0.0012   0.00048    0      0.55563  
  7093.837498   -0.0017   0.00048    0      0.56393  
  7093.878361   -0.0015   0.00048    0      0.58053  
  7093.898793   -0.0011   0.00048    1      0.58883  
  7093.919225   -0.0012   0.00048    0      0.59714  
  7093.939656   -0.0017   0.00048    0      0.60544  
  7093.960088   -0.0013   0.00048    0      0.61374  
  7094.000951   -0.0013   0.00048    0      0.63034  
  7094.021383   -0.0020   0.00048    1      0.63864  
  7094.041814   -0.0016   0.00048    0      0.64695  
  7094.062246   -0.0021   0.00048    0      0.65525  
  7094.082678   -0.0017   0.00048    0      0.66355  
  7094.103109   -0.0018   0.00048    0      0.67185  
  7094.123541   -0.0021   0.00048    1      0.68015  
  7094.143973   -0.0019   0.00048    0      0.68845  
  7094.184836   -0.0018   0.00048    0      0.70506  
  7094.205268   -0.0021   0.00048    0      0.71336  
  7094.225699   -0.0014   0.00048    0      0.72166  
  7094.246131   -0.0018   0.00048    1      0.72996  
  7094.266563   -0.0012   0.00048    0      0.73826  
  7094.286994   -0.0014   0.00048    0      0.74657  
  7094.307426   -0.0010   0.00048    0      0.75487  
  7094.327858   -0.0008   0.00048    0      0.76317  
  7094.348289   -0.0008   0.00048    1      0.77147  
  7094.368721   -0.0002   0.00048    0      0.77977  
  7094.389153   -0.0003   0.00048    0      0.78807  
  7094.409584   +0.0005   0.00048    0      0.79638  
  7094.430016   +0.0003   0.00048    0      0.80468  
  7094.450448   +0.0011   0.00048    1      0.81298  
  7094.470879   +0.0012   0.00048    0      0.82128  
  7094.491311   +0.0017   0.00048    0      0.82958  
  7094.511743   +0.0020   0.00048    0      0.83789  
  7094.532174   +0.0027   0.00048    0      0.84619  
  7094.552606   +0.0028   0.00048    1      0.85449  
  7094.573038   +0.0032   0.00048    0      0.86279  
  7094.593469   +0.0037   0.00048    0      0.87109  
  7094.613901   +0.0044   0.00048    0      0.87939  
  7094.634333   +0.0048   0.00048    0      0.88770  
  7094.654764   +0.0049   0.00048    1      0.89600  
  7094.675196   +0.0055   0.00048    0      0.90430  
  7094.695627   +0.0056   0.00048    0      0.91260  
  7094.716059   +0.0062   0.00048    0      0.92090  
  7094.736491   +0.0064   0.00048    0      0.92920  
  7094.756922   +0.0065   0.00048    1      0.93751  
  7094.777354   +0.0070   0.00048    0      0.94581  
  7094.797786   +0.0070   0.00048    0      0.95411  
  7094.818217   +0.0073   0.00048    1      0.96241  
  7094.879512   +0.0734   0.00048    5      0.98732  
  7094.899944   +0.1001   0.00048    5      0.99562  
  7094.920376   +0.1008   0.00048    5      0.00392  
  7094.940807   +0.0746   0.00048    5      0.01222  
  7094.961239   +0.0366   0.00048    5      0.02052  
  7094.981671   +0.0100   0.00048    5      0.02882  
  7095.002102   +0.0076   0.00048    1      0.03713  
  7095.022534   +0.0073   0.00048    0      0.04543  
  7095.042966   +0.0070   0.00048    0      0.05373  
  7095.063397   +0.0065   0.00048    0      0.06203  
  7095.104261   +0.0068   0.00048    0      0.07864  
  7095.124692   +0.0062   0.00048    1      0.08694  
  7095.145124   +0.0061   0.00048    0      0.09524  
  7095.165555   +0.0054   0.00048    0      0.10354  
  7095.185987   +0.0052   0.00048    0      0.11184  
  7095.206419   +0.0043   0.00048    0      0.12014  
  7095.226850   +0.0043   0.00048    1      0.12845  
  7095.247282   +0.0038   0.00048    0      0.13675  
  7095.267714   +0.0035   0.00048    0      0.14505  
  7095.288145   +0.0030   0.00048    0      0.15335  
  7095.308577   +0.0025   0.00048    0      0.16165  
  7095.329009   +0.0021   0.00048    1      0.16995  
  7095.349440   +0.0017   0.00048    0      0.17826  
  7095.369872   +0.0016   0.00048    0      0.18656  
  7095.390304   +0.0008   0.00048    0      0.19486  
  7095.410735   +0.0010   0.00048    0      0.20316  
  7095.431167   +0.0002   0.00048    1      0.21146  
  7095.451598   -0.0001   0.00048    0      0.21976  
  7095.472030   -0.0003   0.00048    0      0.22807  
  7095.492462   -0.0008   0.00048    0      0.23637  
  7095.512893   -0.0009   0.00048    0      0.24467  
  7095.533325   -0.0017   0.00048    1      0.25297  
  7095.553757   -0.0012   0.00048    0      0.26127  
  7095.574188   -0.0020   0.00048    0      0.26957  
  7095.594620   -0.0015   0.00048    0      0.27788  
  7095.615052   -0.0021   0.00048    0      0.28618  
  7095.635483   -0.0019   0.00048    1      0.29448  
  7095.655915   -0.0022   0.00048    0      0.30278  
  7095.676347   -0.0022   0.00048    0      0.31108  
  7095.696778   -0.0021   0.00048    0      0.31938  
  7095.717210   -0.0025   0.00048    0      0.32769  
  7095.737642   -0.0020   0.00048    1      0.33599  
  7095.758073   -0.0026   0.00048    0      0.34429  
  7095.778505   -0.0021   0.00048    0      0.35259  
  7095.798936   -0.0024   0.00048    0      0.36089  
  7095.819368   -0.0021   0.00048    0      0.36920  
  7095.839800   -0.0025   0.00048    1      0.37750  
  7095.860231   -0.0020   0.00048    0      0.38580  
  7095.880663   -0.0021   0.00048    0      0.39410  
  7095.901095   -0.0022   0.00048    0      0.40240  
  7095.921526   -0.0020   0.00048    0      0.41070  
  7095.941958   -0.0022   0.00048    1      0.41901  
  7095.962390   -0.0018   0.00048    0      0.42731  
  7095.982821   -0.0021   0.00048    0      0.43561  
  7096.003253   -0.0014   0.00048    0      0.44391  
  7096.044116   -0.0015   0.00048    1      0.46051  
  7096.064548   -0.0019   0.00048    5      0.46882  
  7096.084979   +0.0071   0.00048    5      0.47712  
  7096.105411   +0.0248   0.00048    5      0.48542  
  7096.125843   +0.0393   0.00048    5      0.49372  
  7096.146274   +0.0432   0.00048    5      0.50202  
  7096.187138   +0.0162   0.00048    5      0.51863  
  7096.207569   +0.0007   0.00048    5      0.52693  
  7096.228001   -0.0015   0.00048    1      0.53523  
  7096.248433   -0.0019   0.00048    0      0.54353  
  7096.268864   -0.0018   0.00048    0      0.55183  
  7096.289296   -0.0018   0.00048    1      0.56013  
  7096.309727   -0.0018   0.00048    0      0.56844  
  7096.330159   -0.0018   0.00048    0      0.57674  
  7096.350591   -0.0019   0.00048    0      0.58504  
  7096.371022   -0.0019   0.00048    0      0.59334  
  7096.391454   -0.0021   0.00048    1      0.60164  
  7096.411886   -0.0018   0.00048    0      0.60994  
  7096.432317   -0.0020   0.00048    0      0.61825  
  7096.452749   -0.0021   0.00048    0      0.62655  
  7096.473181   -0.0021   0.00048    0      0.63485  
  7096.493612   -0.0020   0.00048    1      0.64315  
  7096.514044   -0.0021   0.00048    0      0.65145  
  7096.575339   -0.0014   0.00048    0      0.67636  
  7096.616202   -0.0013   0.00048    0      0.69296  
  7096.636634   -0.0012   0.00048    0      0.70126  
  7096.657065   -0.0011   0.00048    1      0.70957  
  7096.677497   -0.0010   0.00048    0      0.71787  
  7096.718360   -0.0010   0.00048    0      0.73447  
  7096.738792   -0.0005   0.00048    0      0.74277  
  7096.759223   -0.0008   0.00048    0      0.75107  
  7096.779655   -0.0006   0.00048    1      0.75938  
  7096.800087   -0.0003   0.00048    0      0.76768  
  7096.820518   -0.0001   0.00048    0      0.77598  
  7096.840950   +0.0003   0.00048    0      0.78428  
  7096.861381   +0.0003   0.00048    0      0.79258  
  7096.881813   +0.0009   0.00048    1      0.80088  
  7096.902245   +0.0008   0.00048    0      0.80919  
  7096.922676   +0.0014   0.00048    0      0.81749  
  7096.943108   +0.0016   0.00048    0      0.82579  
  7096.963540   +0.0023   0.00048    0      0.83409  
  7096.983971   +0.0023   0.00048    1      0.84239  
  7097.004403   +0.0029   0.00048    0      0.85069  
  7097.024835   +0.0032   0.00048    0      0.85900  
  7097.065698   +0.0047   0.00048    0      0.87560  
  7097.086129   +0.0050   0.00048    0      0.88390  
  7097.106561   +0.0056   0.00048    1      0.89220  
  7097.126993   +0.0057   0.00048    0      0.90051  
  7097.147424   +0.0065   0.00048    0      0.90881  
  7097.188288   +0.0068   0.00048    0      0.92541  
  7097.208719   +0.0070   0.00048    0      0.93371  
  7097.229151   +0.0072   0.00048    1      0.94201  
  7097.249583   +0.0076   0.00048    0      0.95032  
  7097.270014   +0.0074   0.00048    0      0.95862  
  7097.290446   +0.0079   0.00048    1      0.96692  
  7097.310877   +0.0190   0.00048    5      0.97522  
  7097.331309   +0.0555   0.00048    5      0.98352  
  7097.351741   +0.0892   0.00048    5      0.99182  
  7097.372172   +0.1038   0.00048    5      0.00013  
  7097.392604   +0.0887   0.00048    5      0.00843  
  7097.413036   +0.0540   0.00048    5      0.01673  
  7097.433467   +0.0184   0.00048    5      0.02503  
  7097.453899   +0.0076   0.00048    1      0.03333  
  7097.494762   +0.0070   0.00048    0      0.04994  
  7097.515194   +0.0074   0.00048    0      0.05824  
  7097.535625   +0.0065   0.00048    0      0.06654  
  7097.556057   +0.0065   0.00048    1      0.07484  
  7097.576488   +0.0060   0.00048    0      0.08314  
  7097.596920   +0.0055   0.00048    0      0.09144  
  7097.617352   +0.0052   0.00048    0      0.09975  
  7097.637783   +0.0048   0.00048    0      0.10805  
  7097.658215   +0.0044   0.00048    1      0.11635  
  7097.678647   +0.0040   0.00048    0      0.12465  
  7097.699078   +0.0037   0.00048    0      0.13295  
  7097.719510   +0.0031   0.00048    0      0.14125  
  7097.739941   +0.0027   0.00048    0      0.14956  
  7097.760373   +0.0024   0.00048    1      0.15786  
  7097.780805   +0.0021   0.00048    0      0.16616  
  7097.801236   +0.0015   0.00048    0      0.17446  
  7097.821668   +0.0013   0.00048    0      0.18276  
  7097.842100   +0.0010   0.00048    0      0.19106  
  7097.862531   +0.0008   0.00048    1      0.19937  
  7097.882963   +0.0004   0.00048    0      0.20767  
  7097.903395   -0.0001   0.00048    0      0.21597  
  7097.923826   +0.0000   0.00048    0      0.22427  
  7097.944258   -0.0007   0.00048    0      0.23257  
  7097.964689   -0.0006   0.00048    1      0.24088  
  7097.985121   -0.0012   0.00048    0      0.24918  
  7098.005553   -0.0008   0.00048    0      0.25748  
  7098.025984   -0.0014   0.00048    0      0.26578  
  7098.046416   -0.0015   0.00048    0      0.27408  
  7098.066847   -0.0016   0.00048    1      0.28238  
  7098.087279   -0.0018   0.00048    0      0.29069  
  7098.107711   -0.0021   0.00048    0      0.29899  
  7098.128142   -0.0021   0.00048    0      0.30729  
  7098.148574   -0.0021   0.00048    0      0.31559  
  7098.169006   -0.0023   0.00048    1      0.32389  
  7098.189437   -0.0022   0.00048    0      0.33219  
  7098.209869   -0.0020   0.00048    0      0.34050  
  7098.230300   -0.0021   0.00048    0      0.34880  
  7098.271164   -0.0021   0.00048    0      0.36540  
  7098.291595   -0.0019   0.00048    1      0.37370  
  7098.312027   -0.0020   0.00048    0      0.38200  
  7098.332458   -0.0019   0.00048    0      0.39031  
  7098.352890   -0.0021   0.00048    0      0.39861  
  7098.373322   -0.0019   0.00048    0      0.40691  
  7098.393753   -0.0017   0.00048    1      0.41521  
  7098.414185   -0.0020   0.00048    0      0.42351  
  7098.434617   -0.0018   0.00048    0      0.43181  
  7098.455048   -0.0020   0.00048    0      0.44012  
  7098.475480   -0.0016   0.00048    0      0.44842  
  7098.495911   -0.0018   0.00048    1      0.45672  
  7098.516343   -0.0016   0.00048    1      0.46502  
  7098.536775   +0.0013   0.00048    5      0.47332  
  7098.557206   +0.0163   0.00048    5      0.48162  
  7098.577638   +0.0344   0.00048    5      0.48993  
  7098.598070   +0.0433   0.00048    5      0.49823  
  7098.618501   +0.0399   0.00048    5      0.50653  
  7098.638933   +0.0247   0.00048    5      0.51483  
  7098.659364   +0.0071   0.00048    5      0.52313  
  7098.679796   -0.0015   0.00048    5      0.53143  
  7098.700228   -0.0014   0.00048    1      0.53974  
  7098.720659   -0.0018   0.00048    0      0.54804  
  7098.741091   -0.0019   0.00048    0      0.55634  
  7098.761522   -0.0016   0.00048    0      0.56464  
  7098.781954   -0.0020   0.00048    0      0.57294  
  7098.802386   -0.0017   0.00048    1      0.58125  
  7098.822817   -0.0024   0.00048    0      0.58955  
  7098.843249   -0.0017   0.00048    0      0.59785  
  7098.863680   -0.0025   0.00048    0      0.60615  
  7098.884112   -0.0019   0.00048    0      0.61445  
  7098.904544   -0.0024   0.00048    1      0.62275  
  7098.924975   -0.0022   0.00048    0      0.63106  
  7098.945407   -0.0021   0.00048    0      0.63936  
  7098.965839   -0.0024   0.00048    0      0.64766  
  7098.986270   -0.0023   0.00048    0      0.65596  
  7099.047565   -0.0024   0.00048    1      0.68087  
  7099.067997   -0.0020   0.00048    0      0.68917  
  7099.108860   -0.0018   0.00048    0      0.70577  
  7099.129291   -0.0021   0.00048    0      0.71407  
  7099.149723   -0.0018   0.00048    0      0.72237  
  7099.170155   -0.0019   0.00048    1      0.73068  
  7099.190586   -0.0017   0.00048    0      0.73898  
  7099.211018   -0.0012   0.00048    0      0.74728  
  7099.231450   -0.0014   0.00048    0      0.75558  
  7099.251881   -0.0007   0.00048    0      0.76388  
  7099.272313   -0.0009   0.00048    1      0.77218  
  7099.292744   -0.0003   0.00048    0      0.78049  
  7099.313176   -0.0002   0.00048    0      0.78879  
  7099.333608   +0.0004   0.00048    0      0.79709  
  7099.354039   +0.0005   0.00048    0      0.80539  
  7099.374471   +0.0008   0.00048    1      0.81369  
  7099.394902   +0.0013   0.00048    0      0.82199  
  7099.415334   +0.0016   0.00048    0      0.83030  
  7099.435766   +0.0020   0.00048    0      0.83860  
  7099.456197   +0.0023   0.00048    0      0.84690  
  7099.476629   +0.0031   0.00048    1      0.85520  
  7099.497060   +0.0031   0.00048    0      0.86350  
  7099.517492   +0.0037   0.00048    0      0.87180  
  7099.537924   +0.0040   0.00048    0      0.88011  
  7099.558355   +0.0045   0.00048    0      0.88841  
  7099.578787   +0.0047   0.00048    1      0.89671  
  7099.640082   +0.0058   0.00048    0      0.92162  
  7099.660513   +0.0061   0.00048    0      0.92992  
  7099.680945   +0.0063   0.00048    0      0.93822  
  7099.701376   +0.0066   0.00048    0      0.94652  
  7099.721808   +0.0068   0.00048    1      0.95482  
  7099.762671   +0.0104   0.00048    5      0.97143  
  7099.783103   +0.0374   0.00048    5      0.97973  
  7099.803535   +0.0753   0.00048    5      0.98803  
  7099.823966   +0.1004   0.00048    5      0.99633  
  7099.864829   +0.0711   0.00048    5      0.01293  
  7099.885261   +0.0326   0.00048    5      0.02124  
  7099.905693   +0.0088   0.00048    5      0.02954  
  7099.926124   +0.0072   0.00048    1      0.03784  
  7099.946556   +0.0069   0.00048    0      0.04614  
  7099.966988   +0.0065   0.00048    1      0.05444  
  7099.987419   +0.0065   0.00048    0      0.06274  
  7100.007851   +0.0059   0.00048    0      0.07105  
  7100.028282   +0.0057   0.00048    0      0.07935  
  7100.048714   +0.0054   0.00048    0      0.08765  
  7100.069145   +0.0050   0.00048    1      0.09595  
  7100.089577   +0.0047   0.00048    0      0.10425  
  7100.110009   +0.0042   0.00048    0      0.11255  
  7100.130440   +0.0040   0.00048    0      0.12086  
  7100.150872   +0.0033   0.00048    0      0.12916  
  7100.171303   +0.0034   0.00048    1      0.13746  
  7100.191735   +0.0027   0.00048    0      0.14576  
  7100.212167   +0.0026   0.00048    0      0.15406  
  7100.232598   +0.0018   0.00048    0      0.16236  
  7100.253030   +0.0016   0.00048    0      0.17067  
  7100.273462   +0.0012   0.00048    1      0.17897  
  7100.293893   +0.0008   0.00048    0      0.18727  
  7100.314325   +0.0003   0.00048    0      0.19557  
  7100.334756   -0.0004   0.00048    0      0.20387  
  7100.355188   -0.0001   0.00048    0      0.21217  
  7100.375619   -0.0010   0.00048    1      0.22048  
  7100.396051   -0.0008   0.00048    0      0.22878  
  7100.436914   -0.0014   0.00048    0      0.24538  
  7100.457346   -0.0018   0.00048    0      0.25368  
  7100.477777   -0.0020   0.00048    0      0.26198  
  7100.498209   -0.0020   0.00048    1      0.27029  
  7100.518641   -0.0024   0.00048    0      0.27859  
  7100.539072   -0.0021   0.00048    0      0.28689  
  7100.559504   -0.0028   0.00048    0      0.29519  
  7100.579935   -0.0022   0.00048    0      0.30349  
  7100.600367   -0.0028   0.00048    1      0.31180  
  7100.620799   -0.0023   0.00048    0      0.32010  
  7100.641230   -0.0026   0.00048    0      0.32840  
  7100.661662   -0.0024   0.00048    0      0.33670  
  7100.682093   -0.0024   0.00048    0      0.34500  
  7100.702525   -0.0024   0.00048    1      0.35330  
  7100.743388   -0.0021   0.00048    0      0.36991  
  7100.763820   -0.0020   0.00048    0      0.37821  
  7100.784252   -0.0023   0.00048    0      0.38651  
  7100.825115   -0.0022   0.00048    0      0.40311  
  7100.845546   -0.0016   0.00048    1      0.41142  
  7100.865978   -0.0020   0.00048    0      0.41972  
  7100.886409   -0.0015   0.00048    0      0.42802  
  7100.906841   -0.0016   0.00048    0      0.43632  
  7100.947704   +0.0002   0.00048    1      0.45292  
  7100.988567   -0.0010   0.00048    5      0.46953  
  7101.008999   +0.0083   0.00048    5      0.47783  
  7101.029431   +0.0267   0.00048    5      0.48613  
  7101.049862   +0.0404   0.00048    5      0.49443  
  7101.070294   +0.0431   0.00048    5      0.50273  
  7101.090725   +0.0324   0.00048    5      0.51104  
  7101.111157   +0.0150   0.00048    5      0.51934  
  7101.131589   +0.0004   0.00048    5      0.52764  
  7101.152020   -0.0017   0.00048    1      0.53594  
  7101.172452   -0.0015   0.00048    0      0.54424  
  7101.192883   -0.0020   0.00048    1      0.55254  
  7101.213315   -0.0018   0.00048    0      0.56085  
  7101.233747   -0.0022   0.00048    0      0.56915  
  7101.254178   -0.0017   0.00048    0      0.57745  
  7101.274610   -0.0025   0.00048    0      0.58575  
  7101.295041   -0.0019   0.00048    1      0.59405  
  7101.315473   -0.0022   0.00048    0      0.60235  
