# BJD-2450000   mag       e_mag      Flag   Phase    
  7076.143564   -0.0026   0.00048    0      0.37459  
  7076.163996   -0.0027   0.00048    0      0.38289  
  7076.184428   -0.0024   0.00048    1      0.39119  
  7076.204860   -0.0025   0.00048    0      0.39949  
  7076.245724   -0.0023   0.00048    0      0.41610  
  7076.266156   -0.0024   0.00048    0      0.42440  
  7076.286588   -0.0020   0.00048    0      0.43270  
  7076.327452   -0.0016   0.00048    1      0.44930  
  7076.347883   -0.0021   0.00048    0      0.45760  
  7076.368316   -0.0016   0.00048    1      0.46591  
  7076.388747   +0.0023   0.00048    5      0.47421  
  7076.409179   +0.0187   0.00048    5      0.48251  
  7076.429611   +0.0356   0.00048    5      0.49081  
  7076.470475   +0.0380   0.00048    5      0.50742  
  7076.490907   +0.0221   0.00048    5      0.51572  
  7076.511339   +0.0050   0.00048    5      0.52402  
  7076.531771   -0.0022   0.00048    1      0.53232  
  7076.552203   -0.0017   0.00048    1      0.54062  
  7076.572635   -0.0022   0.00048    0      0.54893  
  7076.593067   -0.0017   0.00048    0      0.55723  
  7076.613499   -0.0021   0.00048    0      0.56553  
  7076.633931   -0.0020   0.00048    0      0.57383  
  7076.654363   -0.0022   0.00048    1      0.58213  
  7076.715659   -0.0026   0.00048    0      0.60704  
  7076.736091   -0.0020   0.00048    0      0.61534  
  7076.756522   -0.0026   0.00048    0      0.62364  
  7076.776955   -0.0019   0.00048    0      0.63194  
  7076.797386   -0.0026   0.00048    1      0.64025  
  7076.817818   -0.0022   0.00048    0      0.64855  
  7076.838250   -0.0027   0.00048    0      0.65685  
  7076.858682   -0.0025   0.00048    0      0.66515  
  7076.879114   -0.0024   0.00048    0      0.67345  
  7076.899546   -0.0028   0.00048    1      0.68175  
  7076.919978   -0.0022   0.00048    0      0.69006  
  7076.940410   -0.0026   0.00048    0      0.69836  
  7076.960842   -0.0022   0.00048    0      0.70666  
  7076.981274   -0.0026   0.00048    0      0.71496  
  7077.001706   -0.0018   0.00048    1      0.72326  
  7077.022138   -0.0021   0.00048    0      0.73157  
  7077.042570   -0.0017   0.00048    0      0.73987  
  7077.063002   -0.0015   0.00048    0      0.74817  
  7077.083434   -0.0013   0.00048    0      0.75647  
  7077.103866   -0.0011   0.00048    1      0.76477  
  7077.124297   -0.0009   0.00048    0      0.77307  
  7077.206025   -0.0001   0.00048    0      0.80628  
  7077.226457   +0.0007   0.00048    0      0.81458  
  7077.246889   +0.0010   0.00048    0      0.82289  
  7077.287753   +0.0019   0.00048    1      0.83949  
  7077.328617   +0.0030   0.00048    0      0.85609  
  7077.349049   +0.0031   0.00048    0      0.86440  
  7077.369481   +0.0040   0.00048    0      0.87270  
  7077.389913   +0.0042   0.00048    0      0.88100  
  7077.410344   +0.0062   0.00048    1      0.88930  
  7077.451208   +0.0049   0.00048    0      0.90590  
  7077.471640   +0.0052   0.00048    0      0.91421  
  7077.512504   +0.0058   0.00048    0      0.93081  
  7077.553368   +0.0064   0.00048    0      0.94741  
  7077.573800   +0.0062   0.00048    1      0.95572  
  7077.594232   +0.0066   0.00048    1      0.96402  
  7077.614664   +0.0106   0.00048    5      0.97232  
  7077.635096   +0.0405   0.00048    5      0.98062  
  7077.655528   +0.0781   0.00048    5      0.98892  
  7077.716823   +0.0661   0.00048    5      0.01383  
  7077.737255   +0.0282   0.00048    5      0.02213  
  7077.757687   +0.0074   0.00048    5      0.03043  
  7077.778119   +0.0063   0.00048    1      0.03873  
  7077.798551   +0.0061   0.00048    0      0.04704  
  7077.818983   +0.0060   0.00048    1      0.05534  
  7077.839415   +0.0058   0.00048    0      0.06364  
  7077.859847   +0.0055   0.00048    0      0.07194  
  7077.880279   +0.0054   0.00048    0      0.08024  
  7077.900711   +0.0049   0.00048    0      0.08854  
  7077.941575   +0.0043   0.00048    1      0.10515  
  7077.962007   +0.0038   0.00048    0      0.11345  
  7077.982438   +0.0033   0.00048    0      0.12175  
  7078.002870   +0.0029   0.00048    0      0.13005  
  7078.023302   +0.0024   0.00048    0      0.13836  
  7078.043734   +0.0023   0.00048    1      0.14666  
  7078.064166   +0.0018   0.00048    0      0.15496  
  7078.105030   +0.0012   0.00048    0      0.17156  
  7078.125462   +0.0005   0.00048    0      0.17986  
  7078.145894   +0.0006   0.00048    0      0.18817  
  7078.186757   -0.0002   0.00048    1      0.20477  
  7078.207189   -0.0007   0.00048    0      0.21307  
  7078.227621   -0.0013   0.00048    0      0.22137  
  7078.248053   -0.0011   0.00048    0      0.22968  
  7078.268485   -0.0020   0.00048    0      0.23798  
  7078.288917   -0.0017   0.00048    1      0.24628  
  7078.309349   -0.0025   0.00048    0      0.25458  
  7078.329781   -0.0018   0.00048    0      0.26288  
  7078.350213   -0.0027   0.00048    0      0.27118  
  7078.370645   -0.0024   0.00048    0      0.27949  
  7078.431940   -0.0026   0.00048    1      0.30439  
  7078.452372   -0.0027   0.00048    0      0.31269  
  7078.472804   -0.0024   0.00048    0      0.32100  
  7078.513668   -0.0022   0.00048    0      0.33760  
  7078.534100   -0.0031   0.00048    0      0.34590  
  7078.554532   -0.0024   0.00048    1      0.35420  
  7078.574964   -0.0027   0.00048    0      0.36250  
  7078.595396   -0.0023   0.00048    0      0.37081  
  7078.615828   -0.0026   0.00048    0      0.37911  
  7078.636260   -0.0025   0.00048    0      0.38741  
  7078.677123   -0.0027   0.00048    1      0.40401  
  7078.697555   -0.0023   0.00048    0      0.41232  
  7078.717987   -0.0024   0.00048    0      0.42062  
  7078.738419   -0.0020   0.00048    0      0.42892  
  7078.758851   -0.0025   0.00048    0      0.43722  
  7078.779283   -0.0019   0.00048    1      0.44552  
  7078.799715   -0.0021   0.00048    0      0.45382  
  7078.820147   -0.0018   0.00048    1      0.46213  
  7078.840578   -0.0011   0.00048    5      0.47043  
  7078.861010   +0.0097   0.00048    5      0.47873  
  7078.881442   +0.0283   0.00048    5      0.48703  
  7078.922306   +0.0424   0.00048    5      0.50364  
  7078.942738   +0.0303   0.00048    5      0.51194  
  7079.004034   -0.0015   0.00048    1      0.53684  
  7079.024466   -0.0016   0.00048    0      0.54514  
  7079.044897   -0.0015   0.00048    1      0.55345  
  7079.065329   -0.0017   0.00048    0      0.56175  
  7079.085761   -0.0016   0.00048    0      0.57005  
  7079.106193   -0.0016   0.00048    0      0.57835  
  7079.126625   -0.0006   0.00048    0      0.58665  
  7079.167489   -0.0026   0.00048    1      0.60326  
  7079.187921   -0.0020   0.00048    0      0.61156  
  7079.208353   -0.0025   0.00048    0      0.61986  
  7079.228785   -0.0022   0.00048    0      0.62816  
  7079.249216   -0.0026   0.00048    0      0.63647  
  7079.269648   -0.0022   0.00048    1      0.64477  
  7079.290080   -0.0024   0.00048    0      0.65307  
  7079.330944   -0.0021   0.00048    0      0.66967  
  7079.351376   -0.0022   0.00048    0      0.67797  
  7079.371808   -0.0020   0.00048    0      0.68628  
  7079.412672   -0.0024   0.00048    1      0.70288  
  7079.433103   -0.0019   0.00048    0      0.71118  
  7079.453535   -0.0023   0.00048    0      0.71948  
  7079.473967   -0.0018   0.00048    0      0.72779  
  7079.494399   -0.0020   0.00048    0      0.73609  
  7079.514831   -0.0014   0.00048    1      0.74439  
  7079.535263   -0.0015   0.00048    0      0.75269  
  7079.555695   -0.0013   0.00048    0      0.76099  
  7079.576127   -0.0011   0.00048    0      0.76929  
  7079.596559   -0.0008   0.00048    0      0.77760  
  7079.616990   -0.0003   0.00048    1      0.78590  
  7079.637422   -0.0004   0.00048    0      0.79420  
  7079.657854   +0.0004   0.00048    0      0.80250  
  7079.678286   +0.0006   0.00048    0      0.81080  
  7079.698718   +0.0010   0.00048    0      0.81911  
  7079.719150   +0.0016   0.00048    1      0.82741  
  7079.739582   +0.0019   0.00048    0      0.83571  
  7079.760014   +0.0024   0.00048    0      0.84401  
  7079.800877   +0.0034   0.00048    0      0.86061  
  7079.841741   +0.0042   0.00048    0      0.87722  
  7079.862173   +0.0042   0.00048    1      0.88552  
  7079.903037   +0.0048   0.00048    0      0.90212  
  7079.923469   +0.0051   0.00048    0      0.91042  
  7079.943901   +0.0053   0.00048    0      0.91873  
  7079.964332   +0.0056   0.00048    0      0.92703  
  7079.984764   +0.0061   0.00048    1      0.93533  
  7080.005196   +0.0058   0.00048    0      0.94363  
  7080.025628   +0.0063   0.00048    0      0.95193  
  7080.046060   +0.0064   0.00048    1      0.96024  
  7080.066492   +0.0073   0.00048    5      0.96854  
  7080.086924   +0.0239   0.00048    5      0.97684  
  7080.107356   +0.0619   0.00048    5      0.98514  
  7080.127787   +0.0930   0.00048    5      0.99344  
  7080.189083   +0.0454   0.00048    5      0.01835  
  7080.209515   +0.0133   0.00048    5      0.02665  
  7080.229947   +0.0067   0.00048    1      0.03495  
  7080.250379   +0.0070   0.00048    0      0.04325  
  7080.270810   +0.0065   0.00048    0      0.05156  
  7080.291242   +0.0066   0.00048    0      0.05986  
  7080.311674   +0.0059   0.00048    0      0.06816  
  7080.332106   +0.0061   0.00048    1      0.07646  
  7080.352538   +0.0074   0.00048    0      0.08476  
  7080.393402   +0.0043   0.00048    0      0.10137  
  7080.413834   +0.0039   0.00048    0      0.10967  
  7080.434265   +0.0035   0.00048    0      0.11797  
  7080.454697   +0.0030   0.00048    1      0.12627  
  7080.475129   +0.0032   0.00048    0      0.13457  
  7080.495561   +0.0022   0.00048    0      0.14288  
  7080.515993   +0.0023   0.00048    0      0.15118  
  7080.536425   +0.0016   0.00048    0      0.15948  
  7080.638584   +0.0001   0.00048    1      0.20099  
  7080.659016   +0.0001   0.00048    0      0.20929  
  7080.679448   -0.0007   0.00048    0      0.21759  
  7080.699880   -0.0005   0.00048    0      0.22589  
  7080.761175   -0.0018   0.00048    0      0.25080  
  7080.781607   -0.0018   0.00048    1      0.25910  
  7080.802039   -0.0021   0.00048    0      0.26740  
  7080.822471   -0.0022   0.00048    0      0.27570  
  7080.842903   -0.0022   0.00048    0      0.28401  
  7080.863335   -0.0023   0.00048    0      0.29231  
  7080.883767   -0.0025   0.00048    1      0.30061  
  7080.904198   -0.0027   0.00048    0      0.30891  
  7080.924630   -0.0026   0.00048    0      0.31721  
  7080.945062   -0.0029   0.00048    0      0.32552  
  7080.965494   -0.0027   0.00048    0      0.33382  
  7080.985926   -0.0027   0.00048    1      0.34212  
  7081.006358   -0.0026   0.00048    0      0.35042  
  7081.026790   -0.0028   0.00048    0      0.35872  
  7081.047221   -0.0026   0.00048    0      0.36702  
  7081.067653   -0.0026   0.00048    0      0.37533  
  7081.088085   -0.0026   0.00048    1      0.38363  
  7081.128949   -0.0022   0.00048    0      0.40023  
  7081.149381   -0.0023   0.00048    0      0.40853  
  7081.169812   -0.0021   0.00048    0      0.41684  
  7081.190244   -0.0021   0.00048    0      0.42514  
  7081.210676   -0.0020   0.00048    1      0.43344  
  7081.231108   -0.0017   0.00048    0      0.44174  
  7081.251540   -0.0015   0.00048    0      0.45004  
  7081.271972   -0.0019   0.00048    0      0.45834  
  7081.292404   -0.0015   0.00048    1      0.46665  
  7081.312835   +0.0035   0.00048    5      0.47495  
  7081.333267   +0.0203   0.00048    5      0.48325  
  7081.374131   +0.0433   0.00048    5      0.49985  
  7081.394563   +0.0373   0.00048    5      0.50816  
  7081.414995   +0.0208   0.00048    5      0.51646  
  7081.435427   +0.0040   0.00048    5      0.52476  
  7081.455858   -0.0021   0.00048    1      0.53306  
  7081.476290   -0.0019   0.00048    0      0.54136  
  7081.496722   -0.0018   0.00048    0      0.54966  
  7081.517154   -0.0021   0.00048    0      0.55797  
  7081.537586   -0.0018   0.00048    1      0.56627  
  7081.558018   -0.0025   0.00048    0      0.57457  
  7081.578449   -0.0020   0.00048    0      0.58287  
  7081.598881   -0.0025   0.00048    0      0.59117  
  7081.619313   -0.0021   0.00048    0      0.59948  
  7081.639745   -0.0022   0.00048    1      0.60778  
  7081.660177   -0.0024   0.00048    0      0.61608  
  7081.741904   -0.0024   0.00048    0      0.64929  
  7081.782768   -0.0025   0.00048    0      0.66589  
  7081.803200   -0.0018   0.00048    0      0.67419  
  7081.864495   -0.0022   0.00048    1      0.69910  
  7081.884927   -0.0019   0.00048    0      0.70740  
  7081.905359   -0.0019   0.00048    0      0.71570  
  7081.925791   -0.0020   0.00048    0      0.72400  
  7081.946223   -0.0015   0.00048    0      0.73230  
  7081.966655   -0.0017   0.00048    1      0.74061  
  7081.987086   -0.0012   0.00048    0      0.74891  
  7082.007518   -0.0014   0.00048    0      0.75721  
  7082.048382   -0.0006   0.00048    0      0.77381  
  7082.068814   -0.0002   0.00048    0      0.78211  
  7082.089246   -0.0003   0.00048    1      0.79042  
  7082.109677   +0.0002   0.00048    0      0.79872  
  7082.130109   +0.0005   0.00048    0      0.80702  
  7082.170973   +0.0013   0.00048    0      0.82362  
  7082.191405   +0.0014   0.00048    0      0.83193  
  7082.211837   +0.0022   0.00048    1      0.84023  
  7082.232268   +0.0020   0.00048    0      0.84853  
  7082.252700   +0.0031   0.00048    0      0.85683  
  7082.273132   +0.0028   0.00048    0      0.86513  
  7082.293564   +0.0035   0.00048    0      0.87343  
  7082.313996   +0.0038   0.00048    1      0.88174  
  7082.334428   +0.0043   0.00048    0      0.89004  
  7082.354859   +0.0048   0.00048    0      0.89834  
  7082.375291   +0.0048   0.00048    0      0.90664  
  7082.395723   +0.0056   0.00048    0      0.91494  
  7082.416155   +0.0056   0.00048    1      0.92325  
  7082.436587   +0.0063   0.00048    0      0.93155  
  7082.457019   +0.0063   0.00048    0      0.93985  
  7082.477450   +0.0067   0.00048    0      0.94815  
  7082.497882   +0.0069   0.00048    0      0.95645  
  7082.518314   +0.0071   0.00048    1      0.96475  
  7082.538746   +0.0127   0.00048    5      0.97306  
  7082.600041   +0.1012   0.00048    5      0.99796  
  7082.620473   +0.0939   0.00048    5      0.00626  
  7082.640905   +0.0629   0.00048    5      0.01456  
  7082.661337   +0.0253   0.00048    5      0.02287  
  7082.681769   +0.0069   0.00048    5      0.03117  
  7082.702200   +0.0063   0.00048    1      0.03947  
  7082.722632   +0.0063   0.00048    0      0.04777  
  7082.763496   +0.0061   0.00048    0      0.06438  
  7082.783928   +0.0056   0.00048    1      0.07268  
  7082.845223   +0.0055   0.00048    0      0.09758  
  7082.865655   +0.0052   0.00048    0      0.10588  
  7082.886087   +0.0045   0.00048    0      0.11419  
  7082.906519   +0.0040   0.00048    0      0.12249  
  7082.926951   +0.0035   0.00048    1      0.13079  
  7082.947382   +0.0031   0.00048    0      0.13909  
  7082.967814   +0.0028   0.00048    0      0.14739  
  7082.988246   +0.0021   0.00048    0      0.15570  
  7083.008678   +0.0016   0.00048    0      0.16400  
  7083.029110   +0.0010   0.00048    1      0.17230  
  7083.049541   +0.0009   0.00048    0      0.18060  
  7083.069973   +0.0005   0.00048    0      0.18890  
  7083.090405   +0.0003   0.00048    0      0.19720  
  7083.110837   -0.0004   0.00048    0      0.20551  
  7083.131269   -0.0003   0.00048    1      0.21381  
  7083.151701   -0.0011   0.00048    0      0.22211  
  7083.172132   -0.0010   0.00048    0      0.23041  
  7083.192564   -0.0016   0.00048    0      0.23871  
  7083.212996   -0.0015   0.00048    0      0.24702  
  7083.233428   -0.0020   0.00048    1      0.25532  
  7083.253860   -0.0024   0.00048    0      0.26362  
  7083.274292   -0.0022   0.00048    0      0.27192  
  7083.294723   -0.0025   0.00048    0      0.28022  
  7083.335587   -0.0026   0.00048    0      0.29683  
  7083.376451   -0.0026   0.00048    1      0.31343  
  7083.396882   -0.0025   0.00048    0      0.32173  
  7083.417314   -0.0026   0.00048    0      0.33003  
  7083.437746   -0.0026   0.00048    0      0.33833  
  7083.458178   -0.0026   0.00048    0      0.34664  
  7083.478610   -0.0027   0.00048    1      0.35494  
  7083.499041   -0.0022   0.00048    0      0.36324  
  7083.519473   -0.0025   0.00048    0      0.37154  
  7083.539905   -0.0021   0.00048    0      0.37984  
  7083.560337   -0.0028   0.00048    0      0.38815  
  7083.580769   -0.0020   0.00048    1      0.39645  
  7083.601200   -0.0024   0.00048    0      0.40475  
  7083.642064   -0.0021   0.00048    0      0.42135  
  7083.662496   -0.0023   0.00048    0      0.42965  
  7083.682928   -0.0019   0.00048    0      0.43796  
  7083.703360   -0.0023   0.00048    1      0.44626  
  7083.723791   -0.0019   0.00048    0      0.45456  
  7083.744223   -0.0025   0.00048    1      0.46286  
  7083.764655   -0.0007   0.00048    5      0.47116  
  7083.785087   +0.0113   0.00048    5      0.47947  
  7083.825950   +0.0416   0.00048    5      0.49607  
  7083.846382   +0.0419   0.00048    5      0.50437  
  7083.866814   +0.0288   0.00048    5      0.51267  
  7083.887246   +0.0110   0.00048    5      0.52097  
  7083.907678   -0.0006   0.00048    5      0.52928  
  7083.948541   -0.0014   0.00048    1      0.54588  
  7083.968973   -0.0020   0.00048    0      0.55418  
  7083.989405   -0.0015   0.00048    0      0.56248  
  7084.009837   -0.0018   0.00048    0      0.57078  
  7084.030268   -0.0014   0.00048    0      0.57909  
  7084.071132   -0.0025   0.00048    1      0.59569  
  7084.091564   -0.0023   0.00048    0      0.60399  
  7084.111996   -0.0025   0.00048    0      0.61229  
  7084.132427   -0.0023   0.00048    0      0.62060  
  7084.152859   -0.0025   0.00048    0      0.62890  
  7084.173291   -0.0024   0.00048    1      0.63720  
  7084.234586   -0.0022   0.00048    0      0.66210  
  7084.316314   -0.0021   0.00048    0      0.69531  
  7084.336745   -0.0023   0.00048    0      0.70361  
  7084.357177   -0.0021   0.00048    0      0.71192  
  7084.377609   -0.0025   0.00048    1      0.72022  
  7084.398041   -0.0020   0.00048    0      0.72852  
  7084.418473   -0.0020   0.00048    0      0.73682  
  7084.438904   -0.0018   0.00048    0      0.74512  
  7084.459336   -0.0016   0.00048    0      0.75342  
  7084.479768   -0.0010   0.00048    1      0.76173  
  7084.500200   -0.0008   0.00048    0      0.77003  
  7084.561495   -0.0002   0.00048    0      0.79493  
  7084.581927   -0.0002   0.00048    0      0.80323  
  7084.602359   +0.0005   0.00048    0      0.81154  
  7084.622791   +0.0008   0.00048    1      0.81984  
  7084.643222   +0.0014   0.00048    0      0.82814  
  7084.684086   +0.0040   0.00048    0      0.84474  
  7084.704518   +0.0041   0.00048    0      0.85305  
  7084.724950   +0.0040   0.00048    0      0.86135  
  7084.745381   +0.0043   0.00048    1      0.86965  
  7084.827109   +0.0055   0.00048    0      0.90286  
  7084.847540   +0.0054   0.00048    0      0.91116  
  7084.867972   +0.0059   0.00048    0      0.91946  
  7084.888404   +0.0055   0.00048    0      0.92776  
  7084.908836   +0.0064   0.00048    1      0.93606  
  7084.929267   +0.0063   0.00048    0      0.94436  
  7084.949699   +0.0065   0.00048    0      0.95267  
  7084.970131   +0.0066   0.00048    1      0.96097  
  7084.990563   +0.0072   0.00048    5      0.96927  
  7085.031426   +0.0649   0.00048    5      0.98587  
  7085.051858   +0.0954   0.00048    5      0.99418  
  7085.072290   +0.1010   0.00048    5      0.00248  
  7085.092722   +0.0796   0.00048    5      0.01078  
  7085.113153   +0.0419   0.00048    5      0.01908  
  7085.133585   +0.0117   0.00048    5      0.02738  
  7085.154017   +0.0067   0.00048    1      0.03568  
  7085.174449   +0.0068   0.00048    0      0.04399  
  7085.194881   +0.0066   0.00048    0      0.05229  
  7085.215312   +0.0064   0.00048    0      0.06059  
  7085.235744   +0.0062   0.00048    1      0.06889  
  7085.256176   +0.0077   0.00048    0      0.07719  
  7085.297040   +0.0044   0.00048    0      0.09380  
  7085.317471   +0.0044   0.00048    0      0.10210  
  7085.358335   +0.0037   0.00048    0      0.11870  
  7085.399198   +0.0028   0.00048    1      0.13531  
  7085.419630   +0.0026   0.00048    0      0.14361  
  7085.440062   +0.0021   0.00048    0      0.15191  
  7085.460494   +0.0019   0.00048    0      0.16021  
  7085.542221   +0.0005   0.00048    0      0.19342  
  7085.562653   -0.0003   0.00048    1      0.20172  
  7085.583084   -0.0001   0.00048    0      0.21002  
  7085.603516   -0.0008   0.00048    0      0.21832  
  7085.623948   -0.0013   0.00048    0      0.22663  
  7085.644380   -0.0013   0.00048    0      0.23493  
  7085.664812   -0.0018   0.00048    1      0.24323  
  7085.685243   -0.0017   0.00048    0      0.25153  
  7085.705675   -0.0024   0.00048    0      0.25983  
  7085.726107   -0.0021   0.00048    0      0.26813  
  7085.787402   -0.0017   0.00048    0      0.29304  
  7085.807834   -0.0017   0.00048    1      0.30134  
  7085.828266   -0.0019   0.00048    0      0.30964  
  7085.869129   -0.0022   0.00048    0      0.32625  
  7085.889561   -0.0023   0.00048    0      0.33455  
  7085.909993   -0.0022   0.00048    0      0.34285  
  7085.930425   -0.0026   0.00048    1      0.35115  
  7085.950856   -0.0025   0.00048    0      0.35945  
  7085.971288   -0.0026   0.00048    0      0.36776  
  7085.991720   -0.0022   0.00048    0      0.37606  
  7086.012152   -0.0024   0.00048    0      0.38436  
  7086.032584   -0.0025   0.00048    1      0.39266  
  7086.053015   -0.0023   0.00048    0      0.40096  
  7086.073447   -0.0024   0.00048    0      0.40926  
  7086.093879   -0.0021   0.00048    0      0.41757  
  7086.114311   -0.0024   0.00048    0      0.42587  
  7086.134742   -0.0021   0.00048    1      0.43417  
  7086.155174   -0.0024   0.00048    0      0.44247  
  7086.196038   -0.0019   0.00048    0      0.45907  
  7086.216469   -0.0019   0.00048    1      0.46738  
  7086.236901   +0.0042   0.00048    5      0.47568  
  7086.277765   +0.0378   0.00048    5      0.49228  
  7086.298196   +0.0440   0.00048    5      0.50058  
  7086.318628   +0.0361   0.00048    5      0.50889  
  7086.339060   +0.0196   0.00048    5      0.51719  
  7086.359492   +0.0027   0.00048    5      0.52549  
  7086.379924   -0.0015   0.00048    1      0.53379  
  7086.400355   -0.0020   0.00048    0      0.54209  
  7086.420787   -0.0017   0.00048    0      0.55039  
  7086.441219   -0.0017   0.00048    0      0.55870  
  7086.461651   -0.0017   0.00048    0      0.56700  
  7086.482082   -0.0019   0.00048    1      0.57530  
  7086.502514   -0.0020   0.00048    0      0.58360  
  7086.522946   -0.0021   0.00048    0      0.59190  
  7086.543378   -0.0022   0.00048    0      0.60020  
  7086.563809   -0.0023   0.00048    0      0.60851  
  7086.625105   -0.0026   0.00048    1      0.63341  
  7086.665968   -0.0025   0.00048    0      0.65002  
  7086.706832   -0.0025   0.00048    0      0.66662  
  7086.768127   -0.0011   0.00048    0      0.69152  
  7086.808991   -0.0015   0.00048    0      0.70813  
  7086.829422   -0.0009   0.00048    1      0.71643  
  7086.849854   -0.0015   0.00048    0      0.72473  
  7086.870286   -0.0011   0.00048    0      0.73303  
  7086.890718   -0.0013   0.00048    0      0.74133  
  7086.911149   -0.0010   0.00048    0      0.74964  
  7086.931581   -0.0009   0.00048    1      0.75794  
  7086.952013   -0.0009   0.00048    0      0.76624  
  7086.972445   -0.0004   0.00048    0      0.77454  
  7086.992876   -0.0005   0.00048    0      0.78284  
  7087.013308   +0.0003   0.00048    0      0.79115  
  7087.033740   +0.0002   0.00048    1      0.79945  
  7087.054172   +0.0009   0.00048    0      0.80775  
  7087.074603   +0.0009   0.00048    0      0.81605  
  7087.115467   +0.0016   0.00048    0      0.83265  
  7087.135898   +0.0020   0.00048    0      0.84096  
  7087.156330   +0.0024   0.00048    1      0.84926  
  7087.176762   +0.0027   0.00048    0      0.85756  
  7087.197194   +0.0034   0.00048    0      0.86586  
  7087.217626   +0.0036   0.00048    0      0.87416  
  7087.258489   +0.0045   0.00048    0      0.89077  
  7087.278921   +0.0051   0.00048    1      0.89907  
  7087.299353   +0.0051   0.00048    0      0.90737  
  7087.319784   +0.0056   0.00048    0      0.91567  
  7087.340216   +0.0058   0.00048    0      0.92397  
  7087.360648   +0.0061   0.00048    0      0.93228  
  7087.381080   +0.0065   0.00048    1      0.94058  
  7087.421943   +0.0067   0.00048    0      0.95718  
  7087.442375   +0.0067   0.00048    1      0.96548  
  7087.462807   +0.0143   0.00048    5      0.97378  
  7087.483238   +0.0469   0.00048    5      0.98209  
  7087.503670   +0.0837   0.00048    5      0.99039  
  7087.524102   +0.1018   0.00048    5      0.99869  
  7087.585397   +0.0225   0.00048    5      0.02359  
  7087.605829   +0.0070   0.00048    5      0.03190  
  7087.667124   +0.0062   0.00048    1      0.05680  
  7087.687556   +0.0063   0.00048    1      0.06510  
  7087.707988   +0.0058   0.00048    0      0.07341  
  7087.748851   +0.0051   0.00048    0      0.09001  
  7087.769283   +0.0046   0.00048    0      0.09831  
  7087.789714   +0.0042   0.00048    0      0.10661  
  7087.810146   +0.0039   0.00048    1      0.11491  
  7087.830578   +0.0035   0.00048    0      0.12322  
  7087.851010   +0.0029   0.00048    0      0.13152  
  7087.871441   +0.0027   0.00048    0      0.13982  
  7087.891873   +0.0021   0.00048    0      0.14812  
  7087.912305   +0.0019   0.00048    1      0.15642  
  7087.932737   +0.0015   0.00048    0      0.16472  
  7087.994032   +0.0006   0.00048    0      0.18963  
  7088.014464   +0.0006   0.00048    0      0.19793  
  7088.034895   -0.0002   0.00048    0      0.20623  
  7088.055327   -0.0003   0.00048    1      0.21454  
  7088.075759   -0.0007   0.00048    0      0.22284  
  7088.096191   -0.0012   0.00048    0      0.23114  
  7088.116622   -0.0014   0.00048    0      0.23944  
  7088.137054   -0.0017   0.00048    0      0.24774  
  7088.157486   -0.0016   0.00048    1      0.25604  
  7088.177917   -0.0022   0.00048    0      0.26435  
  7088.218781   -0.0024   0.00048    0      0.28095  
  7088.239213   -0.0028   0.00048    0      0.28925  
  7088.259644   -0.0025   0.00048    0      0.29755  
  7088.280076   -0.0029   0.00048    1      0.30585  
  7088.300508   -0.0026   0.00048    0      0.31416  
  7088.382235   -0.0024   0.00048    0      0.34736  
  7088.402667   -0.0024   0.00048    0      0.35567  
  7088.423098   -0.0021   0.00048    0      0.36397  
  7088.443530   -0.0015   0.00048    1      0.37227  
  7088.484394   -0.0025   0.00048    0      0.38887  
  7088.504825   -0.0022   0.00048    0      0.39717  
  7088.525257   -0.0019   0.00048    0      0.40548  
  7088.545689   -0.0025   0.00048    0      0.41378  
  7088.566120   -0.0020   0.00048    1      0.42208  
  7088.586552   -0.0024   0.00048    0      0.43038  
  7088.606984   -0.0019   0.00048    0      0.43868  
  7088.627416   -0.0024   0.00048    0      0.44698  
  7088.647847   -0.0018   0.00048    0      0.45529  
  7088.668279   -0.0022   0.00048    1      0.46359  
  7088.688711   -0.0002   0.00048    5      0.47189  
  7088.709143   +0.0133   0.00048    5      0.48019  
  7088.729574   +0.0313   0.00048    5      0.48849  
  7088.750006   +0.0428   0.00048    5      0.49679  
  7088.770438   +0.0409   0.00048    5      0.50510  
  7088.811301   +0.0095   0.00048    5      0.52170  
  7088.831733   -0.0006   0.00048    5      0.53000  
  7088.852165   -0.0017   0.00048    1      0.53830  
  7088.872596   +0.0009   0.00048    1      0.54661  
  7088.893028   +0.0071   0.00048    -1     0.55491  
  7088.913460   +0.0157   0.00048    -1     0.56321  
  7088.933892   +0.0299   0.00048    -1     0.57151  
  7088.974755   -0.0013   0.00048    1      0.58811  
  7088.995187   -0.0021   0.00048    0      0.59642  
  7089.015618   -0.0016   0.00048    1      0.60472  
  7089.036050   -0.0023   0.00048    0      0.61302  
  7089.056482   -0.0020   0.00048    0      0.62132  
  7089.076914   -0.0022   0.00048    0      0.62962  
  7089.097345   -0.0019   0.00048    0      0.63792  
  7089.117777   -0.0022   0.00048    1      0.64623  
  7089.138209   -0.0023   0.00048    0      0.65453  
  7089.158641   -0.0023   0.00048    0      0.66283  
  7089.179072   -0.0026   0.00048    0      0.67113  
  7089.240367   -0.0016   0.00048    0      0.69604  
  7089.260799   -0.0019   0.00048    1      0.70434  
  7089.281231   -0.0015   0.00048    0      0.71264  
  7089.301663   -0.0017   0.00048    0      0.72094  
  7089.322094   -0.0015   0.00048    0      0.72924  
  7089.342526   -0.0012   0.00048    0      0.73755  
